,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_blue_side_towers_taken,total_blue_side_inhibitors_destroyed,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_red_side_towers_taken,total_red_side_inhibitors_destroyed,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
0,1414,False,False,True,728,27,14,33,49737,43825,13,51,132,8,1,1,6,0,1,718,14,27,15,41128,38525,11,37,84,2,0,3,0,0,0
0,2093,False,False,True,1083,32,26,41,72939,59725,67,118,299,9,2,2,5,2,0,1041,26,33,46,62769,62437,61,119,271,4,0,3,1,0,1
0,1384,False,False,True,669,29,23,50,53117,46450,28,63,130,9,1,1,4,1,1,663,23,29,39,46384,44508,30,70,186,4,0,2,0,0,0
0,1651,False,False,False,726,24,36,41,51280,52850,22,64,141,2,0,1,4,0,0,689,36,24,50,59852,55200,22,55,147,8,1,3,2,1,1
0,1790,False,False,True,928,33,12,77,62834,56143,31,104,224,8,1,4,0,0,1,990,12,33,20,55243,52235,35,70,167,5,0,0,6,1,0
0,1939,True,False,False,887,39,44,65,67684,67245,27,79,173,5,0,0,3,0,1,892,44,39,76,77486,73070,26,87,196,11,4,4,3,2,0
0,1231,True,False,False,620,13,18,20,36395,32600,16,39,101,1,0,1,1,0,1,781,18,13,17,45165,38237,8,50,110,7,0,1,5,0,0
0,1473,False,False,True,818,27,10,53,54405,44775,17,60,157,10,1,1,3,1,1,708,10,27,13,39301,36385,15,56,131,1,0,2,0,0,0
0,915,True,False,True,482,19,6,32,34344,27975,3,29,60,5,0,2,6,0,0,437,6,19,8,24879,21412,5,28,55,1,0,0,0,0,0
0,1480,False,False,True,737,28,27,48,56742,50900,31,60,142,9,1,2,6,1,1,674,26,28,44,48442,47883,23,100,196,4,0,1,0,0,0
0,935,True,False,False,434,9,25,9,26648,23675,11,37,64,0,0,0,3,0,0,570,25,10,26,37910,33300,15,38,98,4,0,2,3,0,0
0,1099,False,False,False,506,12,26,13,31631,29400,3,38,74,1,0,0,0,0,0,600,26,12,29,43706,35883,9,30,78,8,1,1,6,0,1
0,1125,True,False,False,548,6,18,8,29504,27275,19,38,89,1,0,0,5,0,1,608,18,6,24,37865,35158,17,55,112,4,0,2,1,0,0
0,2098,False,False,True,991,37,33,67,78889,69835,32,78,221,11,5,3,6,3,0,1105,33,37,67,72608,66350,25,86,198,2,0,2,0,0,1
0,1252,False,False,False,588,10,29,19,32962,31335,6,33,68,0,0,0,0,0,0,694,29,10,40,49617,39315,10,47,115,10,2,3,6,0,1
0,1552,False,False,False,803,12,20,15,47164,44150,14,61,147,5,0,0,6,0,1,861,20,12,31,54381,46075,22,65,159,9,2,3,0,1,0
0,1565,True,False,False,780,24,44,14,49155,46862,22,59,147,2,0,0,6,0,0,776,44,24,60,60740,55870,21,66,157,5,0,3,0,1,1
0,1774,False,False,True,951,33,19,74,67301,58250,38,90,222,11,4,2,6,2,1,864,19,33,39,52978,50525,27,74,139,1,0,2,0,0,0
0,1774,False,False,False,647,35,46,72,59792,57708,19,75,165,1,0,1,0,0,1,722,45,35,66,62544,56675,29,71,190,7,2,3,6,0,0
0,1461,True,False,False,752,16,29,19,44476,40337,27,67,155,1,0,1,3,0,1,774,29,16,41,54100,49850,29,72,148,7,0,2,3,1,0
0,1474,False,False,True,874,33,12,44,57934,50485,14,59,129,9,2,1,5,1,1,769,12,33,20,42991,40710,18,53,124,2,0,2,1,0,0
0,1415,True,False,True,701,33,22,46,53964,53183,17,57,138,6,0,3,1,1,1,653,22,33,36,44767,41600,18,64,157,1,0,0,3,0,0
0,1910,True,False,False,892,39,35,69,65484,64433,22,76,179,4,0,3,0,1,0,1035,35,39,67,74055,70705,29,59,189,10,1,2,6,1,1
0,1617,False,False,True,843,24,20,24,54798,46935,17,52,145,8,1,2,6,1,1,866,19,24,29,52357,50175,12,55,122,4,0,1,0,0,0
0,1616,False,False,True,805,40,16,59,63206,55458,28,80,179,10,1,3,5,1,1,843,16,40,21,48506,46155,25,97,185,1,0,1,1,0,0
0,1434,False,False,True,764,34,15,43,57247,49635,17,63,141,9,1,1,6,1,1,749,15,34,17,42884,40200,16,65,133,2,0,1,0,0,0
0,1447,True,False,True,727,25,6,39,50484,49500,20,64,142,6,0,0,6,1,1,811,6,25,6,41198,39525,18,51,128,2,0,2,0,0,0
0,1449,False,False,False,554,20,40,25,42725,40225,19,54,112,2,0,1,2,0,1,743,40,21,65,59913,52335,24,79,161,8,1,2,1,1,0
0,1688,False,False,False,879,25,26,39,58280,54225,22,64,159,6,1,1,0,1,0,930,26,25,32,58901,50775,22,79,177,8,2,3,6,0,1
0,912,True,False,True,468,19,9,25,32237,26250,7,40,73,3,0,1,1,0,0,423,9,19,8,25818,22575,9,23,54,0,0,0,1,0,0
0,1420,False,False,True,737,36,31,51,59786,52676,15,60,144,9,1,1,3,1,1,636,31,36,42,48439,45950,19,48,120,3,0,1,0,0,0
0,912,True,False,True,511,23,6,26,36240,30025,1,27,54,4,0,1,6,0,0,411,6,23,4,22940,22150,3,27,36,0,0,0,0,0,0
0,1935,False,False,True,887,49,31,81,73472,67770,24,73,188,11,4,3,6,2,1,1021,30,49,47,66260,65100,22,60,162,3,0,1,0,0,0
0,1582,True,False,False,747,26,26,53,51095,47250,15,52,123,4,0,1,0,0,1,845,26,26,45,59794,56000,18,55,144,9,1,2,3,1,0
0,1957,True,False,True,1081,30,30,68,73047,68708,25,81,169,7,1,1,6,2,0,927,29,30,46,60240,56155,30,92,230,4,0,4,0,0,1
0,1556,False,False,False,669,16,28,29,44865,41475,20,75,147,4,0,0,3,0,1,764,28,16,50,55956,48200,34,67,190,10,2,3,0,1,0
0,937,True,False,False,363,15,28,21,27414,25955,8,25,64,0,0,0,3,0,0,463,28,16,41,37427,31050,5,33,73,4,0,2,3,0,0
0,1145,True,False,False,541,10,31,11,30952,27375,10,38,78,0,0,0,3,0,0,660,31,10,49,47118,44644,15,47,125,5,0,1,3,0,1
0,1148,True,False,False,591,9,26,12,33366,31318,12,42,83,0,0,0,2,0,0,680,25,9,36,43804,39275,13,50,110,5,0,3,4,0,1
0,929,True,False,False,491,4,19,5,24983,22825,8,30,57,0,0,0,3,0,0,487,19,4,29,31051,26008,14,29,86,1,0,2,0,0,0
0,1482,True,False,True,799,24,17,35,53507,49333,16,57,127,8,2,4,0,1,1,773,17,24,38,46144,43185,17,59,134,2,0,0,3,0,0
0,2104,False,False,True,1005,45,40,75,78588,70293,34,111,254,9,1,4,1,2,1,1037,40,45,56,72757,70250,51,86,265,7,1,2,0,0,0
0,1491,False,False,True,690,43,30,73,60366,53350,17,51,148,9,1,3,1,1,0,707,29,43,41,51479,50277,12,47,103,4,0,0,2,0,1
0,1878,False,False,True,937,33,25,49,66681,61265,31,101,220,8,1,2,6,2,1,945,25,33,53,62641,58675,40,96,240,5,1,3,0,0,0
0,1409,True,False,True,671,30,23,65,52391,46308,24,63,158,5,0,1,2,1,1,700,23,30,40,45923,43100,21,71,156,4,0,1,2,0,0
0,914,True,False,True,523,20,4,33,34066,30750,10,24,60,3,0,2,6,0,1,451,4,20,5,23385,21550,4,32,54,0,0,0,0,0,0
0,1412,False,False,True,751,38,14,69,58234,50725,19,52,153,9,2,1,6,1,0,670,14,38,28,43135,39875,11,55,113,2,0,2,0,0,0
0,1722,False,False,False,891,23,29,34,54379,50975,19,66,178,5,0,1,5,0,1,950,29,23,59,63336,55100,25,62,175,8,1,2,0,1,0
0,1219,True,False,True,586,30,18,50,46239,41475,20,53,143,5,0,2,3,0,1,557,18,30,27,36344,33050,13,53,116,0,0,1,3,0,0
0,1826,False,False,False,812,34,50,55,60802,60450,21,96,194,3,0,2,0,0,0,889,49,34,93,73385,65475,38,64,206,8,1,2,3,1,0
0,1529,False,False,True,819,38,13,51,58686,50983,13,55,127,11,3,1,6,1,1,750,13,38,22,43425,46025,14,48,118,0,0,1,0,0,0
0,1145,True,False,False,520,7,20,9,28806,25950,4,42,75,0,0,0,0,0,0,667,20,7,25,42068,36225,14,37,101,7,0,2,6,0,1
0,911,True,False,False,461,3,10,6,23283,23075,11,33,59,0,0,0,3,0,0,574,10,3,8,29167,26500,11,41,86,1,0,2,3,0,0
0,1506,False,False,True,750,28,25,46,55974,51933,16,70,146,9,2,1,6,1,0,768,25,28,40,49752,44800,20,53,132,3,0,2,0,0,0
0,911,True,False,True,511,22,4,27,33151,29575,5,27,59,2,0,1,3,0,0,447,4,22,5,23534,20675,10,29,61,0,0,1,0,0,0
0,1313,False,False,True,648,29,10,54,51072,44800,24,71,166,10,2,2,0,0,1,551,10,29,17,34330,33350,23,52,95,1,0,0,0,0,0
0,1575,False,False,True,726,36,22,60,58971,52825,48,86,217,9,1,2,6,1,1,723,22,36,23,47296,44333,38,88,188,3,0,1,0,0,0
0,1402,False,False,True,738,36,22,52,54819,46400,32,52,127,9,2,2,3,1,1,646,22,36,44,48621,46483,22,75,156,4,0,1,3,0,0
0,1112,True,False,True,588,25,7,34,42051,36400,11,30,90,6,0,2,6,0,1,507,7,25,12,29176,26250,7,35,74,0,0,0,0,0,0
0,911,True,False,False,463,4,11,5,23111,19987,4,26,52,0,0,0,6,0,0,566,11,4,16,31687,27250,6,36,70,2,0,2,0,0,0
0,1733,True,False,True,928,29,26,56,61448,57870,40,65,172,4,0,1,1,1,0,879,25,29,37,57703,56860,26,85,192,6,0,3,2,1,1
0,1871,False,False,True,906,35,32,68,67854,60775,28,90,216,9,2,3,5,1,1,868,32,35,56,60806,59025,23,67,184,4,0,2,1,1,0
0,1545,False,False,True,745,28,20,62,55624,52225,18,79,151,9,2,1,3,1,1,733,20,28,36,47232,44600,26,57,166,2,0,2,3,0,0
0,1646,True,False,False,677,19,38,22,45640,44125,27,69,160,1,0,0,6,0,0,815,38,19,54,64076,59475,29,74,197,11,3,4,0,1,1
0,911,True,False,True,503,18,5,27,31537,27500,8,35,68,2,0,2,0,0,1,467,5,18,5,24742,22350,10,32,70,0,0,0,6,0,0
0,1288,False,False,True,721,24,12,41,47352,41575,7,56,126,7,1,1,6,0,1,579,12,24,15,35497,33725,11,39,101,0,0,1,0,0,0
0,1528,True,False,False,744,17,29,37,44185,42525,23,58,157,0,0,0,0,0,0,833,29,17,38,54547,47650,18,71,168,6,0,4,3,1,1
0,917,True,False,False,351,13,31,11,26447,23875,4,24,43,0,0,0,0,0,0,515,31,13,38,39962,37350,5,23,49,6,0,0,6,0,0
0,1718,True,False,False,789,37,38,41,61065,58000,32,91,215,4,0,0,3,1,0,895,38,37,48,65807,59100,25,77,181,7,1,4,0,0,1
0,2015,False,False,True,1081,31,21,51,70785,61375,45,107,283,8,1,4,3,2,1,990,21,31,32,62119,59050,42,91,256,3,0,1,3,0,0
0,1965,True,False,True,959,50,45,72,77532,74033,23,100,236,10,3,3,3,2,0,991,45,50,74,70866,68925,31,80,194,4,0,2,2,0,1
0,1165,True,False,False,558,10,25,11,31720,29175,19,37,97,0,0,0,0,0,0,708,25,10,36,45396,43550,16,54,118,5,0,2,6,0,1
0,1661,False,False,False,781,21,30,31,48552,47150,17,55,138,3,0,0,2,0,0,894,30,21,50,62283,53325,17,74,168,11,2,4,4,1,1
0,1589,False,False,True,875,28,21,43,58973,55670,32,68,186,11,3,3,1,1,1,860,21,28,18,51342,48275,25,65,181,4,0,0,5,0,0
0,1837,False,False,False,850,37,42,52,61619,59675,23,81,194,6,0,4,4,0,1,839,42,38,77,69027,60525,32,73,180,9,2,1,0,1,0
0,1176,False,False,False,510,11,43,9,34438,32275,7,30,61,0,0,0,1,0,0,613,43,11,57,51733,44600,15,46,128,8,1,2,2,0,1
0,1788,True,False,True,941,26,23,58,59650,52260,24,76,169,6,1,2,4,1,0,929,23,26,43,57636,55008,34,57,167,3,0,1,2,0,1
0,1508,True,False,False,748,23,25,42,47160,45825,15,60,125,2,0,1,3,0,0,838,25,23,38,55084,47875,17,57,148,7,0,3,3,1,1
0,2136,False,False,False,1097,33,27,64,71370,70615,33,94,239,7,0,0,3,1,1,1118,27,33,54,75935,67660,46,84,219,11,3,5,0,2,0
0,1503,False,False,True,822,27,12,45,56161,48683,20,68,174,11,2,2,0,1,1,747,12,27,24,42082,39000,20,56,140,2,0,2,0,0,0
0,1464,False,False,False,723,23,33,41,50929,47630,23,58,161,3,0,0,3,0,0,690,33,23,60,54979,49383,19,58,140,9,1,3,3,1,1
0,1542,False,False,False,767,25,49,37,52925,51175,16,54,119,1,0,0,0,0,0,664,49,25,46,59740,61033,14,41,108,11,4,2,6,1,0
0,1642,False,False,True,889,44,24,77,66524,58025,32,70,205,11,2,3,3,1,1,793,24,44,38,53934,50675,27,75,169,1,0,1,3,0,0
0,1574,False,False,True,796,33,17,42,56910,50305,27,71,147,10,2,1,5,1,1,813,17,33,18,50843,49850,28,77,181,4,0,3,1,0,0
0,1198,False,False,True,679,28,11,41,49517,43325,13,50,110,10,2,2,4,0,1,600,11,28,11,35850,35050,16,82,93,1,0,0,2,0,0
0,1442,False,False,True,768,31,14,44,54824,49870,26,70,174,10,2,1,3,1,1,688,14,31,22,43822,41400,21,59,135,3,0,2,0,0,0
0,1462,False,False,True,748,26,23,47,52383,45493,30,75,163,6,1,1,2,1,0,742,23,26,37,47819,44233,34,75,195,4,0,3,2,0,0
0,1583,False,False,False,661,28,42,37,51812,50408,18,48,123,5,0,2,4,0,1,785,42,28,66,63618,56000,9,50,124,9,1,2,0,1,0
0,1798,False,False,False,1001,15,29,21,54096,51515,19,79,159,4,0,3,6,0,1,1024,29,15,59,66065,56925,39,64,202,9,1,1,0,2,0
0,1536,False,False,True,752,32,13,58,56674,49762,32,75,156,8,1,2,3,1,0,713,13,32,22,45391,42850,32,73,161,3,0,1,3,0,1
0,1552,False,False,True,822,28,20,58,58517,50760,20,60,160,9,2,4,3,1,1,753,20,28,35,46706,44450,19,60,145,2,0,0,3,0,0
0,1633,False,False,True,658,39,31,78,58782,56725,19,74,170,8,1,2,1,1,0,739,31,39,45,55760,54310,21,66,149,5,0,2,5,0,0
0,2066,False,False,False,912,42,39,75,71377,66805,57,89,255,5,0,3,1,2,1,961,39,42,105,72675,65700,35,111,244,7,1,1,2,0,0
0,1984,False,False,False,916,30,35,47,62431,59665,43,108,242,3,0,4,0,0,0,947,35,31,75,72240,65020,44,137,300,8,1,1,5,2,1
0,1214,True,False,True,631,33,16,44,46900,40725,13,43,101,5,0,2,0,0,1,556,16,33,25,38323,34875,12,47,109,1,0,0,6,0,0
0,1491,False,False,True,839,40,20,49,62300,57160,21,49,118,11,3,2,6,1,1,679,20,40,31,46621,44050,22,63,146,2,0,1,0,0,0
0,1464,False,False,False,746,11,19,15,40234,37087,21,58,136,2,0,1,0,0,1,804,19,11,52,50238,39525,19,60,150,9,1,2,2,1,0
0,1452,True,False,True,762,28,12,31,50881,42800,13,50,128,6,1,3,2,1,1,726,12,28,11,41999,39958,7,61,126,2,0,0,1,0,0
0,1828,False,False,True,979,32,27,45,67941,60425,24,68,173,8,2,2,3,1,1,1004,27,32,43,64918,63895,19,73,183,9,2,2,1,1,0
0,1708,False,False,True,883,28,15,54,60632,54150,23,68,148,9,1,1,3,1,0,834,15,28,26,51381,48925,26,63,162,4,0,2,0,0,1
0,1186,True,False,True,694,24,17,29,43989,39330,14,45,108,4,0,3,4,0,1,574,17,24,26,36718,33850,14,45,111,1,0,0,2,0,0
0,1812,False,False,True,881,27,22,45,63201,56530,24,68,183,11,3,4,5,2,1,929,22,27,51,56367,53080,22,70,149,1,0,1,0,0,0
0,1382,False,False,False,612,17,30,23,38939,37475,15,52,126,1,0,0,1,0,0,755,30,17,28,55200,44125,20,46,124,11,3,3,5,1,1
0,2049,False,False,False,926,38,40,75,69086,64925,37,97,280,4,0,4,0,1,1,915,40,38,104,72554,67625,45,84,227,7,1,1,3,1,0
0,1696,True,False,False,800,19,25,38,50691,48925,24,66,169,3,0,1,1,0,1,902,25,19,53,58037,53050,28,75,181,4,0,3,2,2,0
0,1420,True,False,True,702,32,15,50,53841,47500,14,45,110,7,0,1,3,1,1,629,15,32,18,41329,38350,10,49,111,2,0,2,0,0,0
0,1712,False,False,True,848,41,23,76,66304,56425,20,79,199,10,2,4,4,1,0,794,23,41,43,55856,52955,21,67,160,4,0,0,2,1,0
0,1926,False,False,False,980,26,42,43,64416,62125,37,78,201,4,0,2,6,1,0,817,42,26,97,67141,60475,26,111,243,10,2,2,0,1,1
0,2231,False,False,True,985,39,23,82,77281,70055,25,73,250,9,2,2,6,1,0,1112,23,40,31,73754,71435,23,98,219,7,1,4,0,1,1
0,1949,False,False,True,865,34,35,54,68583,60000,30,73,196,10,2,1,0,2,0,804,34,35,48,59483,56362,23,82,200,3,0,3,1,0,1
0,1602,False,False,True,869,29,17,54,60225,55850,20,74,170,9,1,0,0,1,1,783,17,30,28,48490,46550,28,83,179,3,0,3,6,0,0
0,1625,False,False,True,801,28,23,50,57880,51270,13,52,144,11,3,2,6,0,1,859,22,28,38,53814,52483,15,62,133,3,0,2,0,1,0
0,1508,True,False,True,770,33,22,45,56792,52325,14,76,163,10,2,3,6,1,1,700,22,33,37,48956,46900,16,61,114,0,0,0,0,0,0
0,1622,False,False,False,649,28,42,47,52644,49883,17,69,148,2,0,1,3,0,0,791,42,28,60,61957,55775,24,57,158,10,2,2,0,1,1
0,916,True,False,False,429,4,18,5,23548,21225,7,28,64,0,0,0,4,0,0,507,18,4,17,33386,29433,9,32,70,3,0,1,2,0,1
0,1712,True,False,True,963,32,15,56,63875,59462,28,69,187,8,1,2,5,1,0,931,15,32,24,53287,51568,18,64,168,5,0,2,1,0,1
0,1692,False,False,True,796,28,25,62,59704,50035,30,68,192,9,2,3,3,1,1,882,25,28,28,53088,52933,27,75,187,3,0,1,3,0,0
0,1771,False,False,False,927,21,39,23,58573,54758,13,70,171,8,1,2,6,0,1,867,38,21,81,66223,59025,23,65,173,8,1,2,0,2,0
0,936,True,False,False,433,10,24,7,26085,24875,9,34,70,0,0,0,2,0,0,464,24,10,24,33872,30350,10,40,68,3,0,1,4,0,1
0,2220,True,False,True,1132,43,30,75,78995,74218,37,126,288,8,2,3,1,1,1,990,30,43,54,71282,66080,43,106,272,4,0,2,4,1,0
0,2018,False,False,True,1052,38,26,57,74839,71625,35,76,195,10,2,4,3,2,0,1070,25,38,29,65469,62662,32,88,213,4,0,1,0,0,1
0,1439,False,False,True,728,24,13,35,50738,44275,26,59,151,9,1,1,6,1,1,747,13,24,21,43872,40680,27,57,166,4,0,2,0,0,0
0,1715,True,False,False,865,27,32,37,55857,53425,27,72,159,3,0,0,6,1,1,951,32,27,52,63515,59120,29,87,189,6,0,3,0,0,0
0,1838,False,False,True,920,35,21,59,66036,59675,34,56,186,10,2,1,2,1,0,917,21,35,31,58003,51850,19,97,200,3,0,2,2,0,1
0,915,True,False,False,390,5,11,7,21962,19275,3,25,42,0,0,0,3,0,0,549,11,5,15,30155,25233,8,33,76,2,0,1,3,0,0
0,1839,False,False,False,982,27,26,50,59582,56065,39,90,230,4,0,4,6,0,1,944,26,27,71,63523,58660,45,92,203,7,1,1,0,2,0
0,1653,False,False,True,799,30,14,44,57818,52758,20,60,149,8,1,2,6,1,1,825,14,30,22,47065,45450,16,64,149,3,0,1,0,0,0
0,1856,False,False,False,923,34,38,50,62416,58305,28,73,171,3,0,0,4,0,1,921,38,35,60,69690,65885,29,69,213,11,3,3,0,1,0
0,1116,True,False,True,616,26,11,43,41554,36525,9,39,106,5,0,1,0,0,1,558,11,26,14,32976,30850,10,29,71,1,0,1,6,0,0
0,1659,False,False,False,754,27,30,32,50706,48075,13,65,140,2,0,0,3,0,0,831,30,27,51,58850,52275,24,73,169,8,1,4,0,1,0
0,2106,False,False,False,1119,32,33,48,72367,69773,38,95,226,7,1,2,5,1,1,1095,33,32,56,74110,67650,43,101,244,8,1,3,1,1,0
0,930,True,False,False,366,6,17,7,22433,19625,7,29,57,0,0,1,0,0,0,545,17,6,9,32998,31675,5,28,70,5,0,1,6,0,1
0,988,True,False,True,546,23,10,25,39758,32625,12,36,83,5,0,1,1,0,0,442,10,23,7,26844,24425,6,30,51,0,0,0,2,0,0
0,1755,False,False,False,703,31,31,74,57461,54300,22,69,187,7,1,1,3,1,1,841,31,31,58,61844,51650,23,77,178,8,1,3,0,1,0
0,1333,True,False,False,718,1,29,2,37393,34350,13,51,105,4,0,0,6,0,0,750,29,1,35,49525,45655,22,47,128,5,0,3,0,1,1
0,1614,False,False,True,810,21,19,39,54220,44835,19,59,152,7,1,1,6,1,0,899,19,21,23,53103,49900,18,68,152,4,0,2,0,0,1
0,1773,False,False,True,910,30,28,54,66209,54185,35,80,163,11,3,1,3,1,0,858,28,30,40,56567,52700,26,93,194,5,0,3,2,0,1
0,1391,False,False,True,757,29,21,33,55934,49400,19,58,144,10,2,1,3,1,1,561,20,29,28,41528,37233,16,59,125,2,0,1,3,0,0
0,1878,False,False,True,967,31,21,61,66708,59405,40,103,228,8,1,1,3,1,0,926,21,31,25,55626,54260,37,82,189,4,0,3,3,1,1
0,1903,False,False,True,982,34,21,73,69775,60400,27,88,191,10,3,3,3,2,0,876,21,34,33,59252,55933,36,81,205,7,0,2,3,0,1
0,1446,False,False,True,751,31,14,60,56723,46583,32,96,219,11,3,0,5,1,1,715,14,31,30,40747,37658,37,69,149,0,0,3,1,0,0
0,1359,True,False,False,608,17,36,30,41474,38400,12,49,107,1,0,0,3,0,0,759,36,17,43,52497,47908,14,46,120,7,1,2,3,0,1
0,2232,False,False,False,1285,24,14,52,71245,67798,61,98,222,3,0,1,0,0,1,1234,13,24,15,73462,65675,56,139,323,11,7,4,3,2,0
0,1136,True,False,False,552,16,20,17,35838,33800,18,55,123,1,0,0,3,0,0,625,20,16,28,40053,34925,20,48,103,4,0,2,3,0,1
0,754,True,False,False,343,11,10,14,22072,19775,4,20,37,0,0,1,3,0,0,369,10,11,16,23547,16275,5,22,46,0,0,0,3,0,0
0,2000,False,False,True,938,40,25,88,68895,61830,28,64,156,7,1,2,3,0,1,1025,25,40,36,67788,67080,24,98,256,6,1,3,3,2,0
0,1411,False,False,False,652,18,43,29,46353,45133,13,58,116,4,0,0,3,0,0,726,43,18,68,58995,50020,16,59,141,10,1,3,0,1,1
0,1461,False,False,True,735,29,19,47,54788,50450,20,59,152,10,2,1,5,1,1,752,19,30,25,46853,45362,20,63,160,2,0,2,1,0,0
0,1975,False,False,False,923,34,33,38,62354,61750,32,82,204,4,0,1,3,0,0,1005,33,34,53,69253,64033,33,95,242,8,1,2,0,1,1
0,1622,True,False,False,820,23,23,33,50317,46325,27,68,175,3,0,0,1,0,0,802,23,23,36,50411,44825,20,63,154,2,0,4,2,0,1
0,1235,True,False,False,579,4,22,5,30096,26775,15,49,101,0,0,0,0,0,0,721,22,4,31,43876,40033,13,67,139,4,0,3,3,0,1
0,2093,False,False,True,1085,35,29,40,72365,65651,37,88,220,10,2,2,3,1,1,961,29,35,53,64363,60825,27,113,226,3,0,3,0,0,0
0,915,True,False,True,461,26,9,34,35226,29983,3,34,66,4,0,0,2,0,0,401,9,26,14,25956,23725,8,23,60,0,0,2,3,0,0
0,1430,False,False,True,807,33,24,45,57297,53655,27,43,142,9,1,0,3,1,0,735,24,33,30,48336,44735,13,60,134,3,0,3,3,0,1
0,1723,False,False,False,881,30,33,43,59211,55110,26,73,154,4,0,2,3,0,1,975,33,30,40,67430,59493,40,90,241,11,4,2,0,2,0
0,1974,False,False,True,1140,30,22,51,74223,66000,33,127,288,11,2,4,5,2,1,999,22,30,53,59403,57425,61,96,243,1,0,1,0,0,0
0,1185,True,False,False,509,12,32,19,33915,31950,9,47,95,1,0,0,3,0,0,629,31,12,46,45355,41550,17,47,116,5,0,3,3,0,1
0,1397,True,False,True,767,40,25,55,58415,50047,14,41,117,7,1,4,2,1,1,705,25,40,37,51551,47675,14,49,121,3,0,0,1,0,0
0,1748,False,False,False,781,22,44,32,54366,52313,24,68,174,6,0,1,5,0,1,926,44,22,72,68689,61493,23,72,178,10,2,3,0,1,0
0,931,True,False,True,519,26,5,30,38092,33775,5,26,70,6,0,1,6,0,1,356,5,26,4,22342,21500,1,32,47,0,0,0,0,0,0
0,1821,False,False,True,982,37,26,55,71032,58200,44,92,245,10,1,1,6,1,0,831,26,37,50,56905,54875,35,88,172,3,0,3,0,0,1
0,1411,False,False,False,589,11,46,17,41274,39125,20,60,130,1,0,1,6,0,0,651,46,11,72,57810,51080,27,53,143,10,1,2,0,1,1
0,1808,True,False,True,1002,26,23,33,64020,60255,30,103,204,10,1,4,4,1,1,977,22,27,36,57903,55625,40,105,219,3,0,0,2,0,0
0,954,True,False,False,486,7,15,6,25997,23325,7,28,64,0,0,0,0,0,0,447,15,7,19,30506,27255,6,34,79,2,0,2,3,0,1
0,1622,False,False,False,730,21,34,32,50711,46325,13,63,147,3,0,0,6,0,1,953,34,22,59,62281,56033,24,52,154,9,2,4,0,1,0
0,1470,False,False,False,686,21,29,33,46909,44050,30,60,160,4,0,0,6,0,1,722,29,21,67,55606,48308,31,69,170,7,1,3,0,1,0
0,1739,False,False,False,902,21,27,38,55221,53793,18,72,159,4,0,1,3,0,1,1049,27,21,43,66233,61250,26,62,169,9,1,2,3,2,0
0,1598,False,False,False,769,22,36,23,49312,47260,15,62,160,3,0,0,6,0,1,888,36,22,65,62601,55730,22,67,178,11,2,4,0,1,0
0,1174,False,False,False,578,5,31,4,30899,30225,11,34,68,1,0,0,3,0,0,686,31,5,33,46416,39935,9,54,104,10,2,2,2,0,1
0,1349,False,False,True,719,35,20,53,52095,45530,17,45,114,8,1,3,6,0,1,630,20,35,33,44671,41825,14,49,104,3,0,0,0,0,0
0,2366,False,False,False,1160,21,31,53,71086,69125,47,111,270,2,0,3,0,0,1,1285,31,21,71,82416,86395,53,117,290,10,4,2,2,3,0
0,921,True,False,True,493,18,1,37,32096,27050,5,32,65,3,0,1,6,0,0,481,1,18,0,22540,21000,6,31,58,0,0,0,0,0,0
0,1476,False,False,False,716,19,41,29,48023,46333,13,39,94,4,0,0,2,0,0,721,41,19,70,55795,48705,15,57,134,8,1,3,4,1,1
0,1601,True,False,False,801,17,30,33,48258,46155,20,67,155,3,0,1,6,0,1,932,30,17,35,58730,54483,31,65,174,6,0,2,0,1,0
0,1506,False,False,False,727,21,33,28,46882,44835,14,56,125,3,0,0,4,0,1,736,32,22,63,55703,51110,20,59,148,9,2,4,2,1,0
0,1677,False,False,False,898,11,34,16,53684,49700,24,83,185,3,0,1,5,1,0,940,34,11,59,62385,57335,23,68,171,10,1,2,0,0,1
0,1486,False,False,False,747,17,30,22,47421,46600,12,53,99,3,0,0,3,0,0,911,30,17,31,58246,53600,22,58,169,11,3,4,3,1,1
0,2033,False,False,False,1021,20,25,37,59949,57575,30,77,178,4,0,2,3,0,1,1127,25,20,62,71066,64000,38,85,235,10,2,3,0,2,0
0,1492,False,False,True,722,46,28,50,60263,55935,17,69,162,9,1,1,3,1,1,699,28,46,48,51337,47725,17,45,113,3,0,2,0,0,0
0,1703,False,False,False,730,38,29,51,56330,55140,37,53,182,6,0,3,4,0,1,784,29,38,65,60580,53850,19,85,155,7,1,1,2,1,0
0,1510,False,False,False,721,25,33,32,48758,47625,22,51,133,3,0,3,0,0,1,703,33,25,57,53858,48600,17,70,160,7,1,1,6,1,0
