,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_blue_side_towers_taken,total_blue_side_inhibitors_destroyed,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_red_side_towers_taken,total_red_side_inhibitors_destroyed,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
0,1805,True,False,False,874,24,37,49,57730,55250,28,105,200,3,0,0,1,0,1,969,37,24,71,70293,62480,30,76,194,8,2,4,2,2,0
0,1899,False,False,False,843,33,44,58,61789,60413,32,112,241,4,0,1,3,0,1,964,44,33,86,73572,68600,54,90,266,10,3,3,0,2,0
0,104,False,True,True,2,0,0,0,2530,2450,0,2,0,0,0,0,0,0,0,0,0,0,0,2500,1950,0,1,0,0,0,0,0,0,0
0,1041,True,False,False,535,9,20,9,30692,29012,9,24,61,1,0,0,5,0,0,607,20,9,21,36257,31525,9,35,78,3,0,2,1,0,1
0,1261,False,False,False,613,10,31,25,36610,35450,11,32,82,0,0,0,0,0,0,722,31,10,39,51764,45250,4,36,80,11,3,2,6,0,1
0,1326,True,False,False,595,15,33,27,37678,37185,14,51,106,0,0,0,6,0,0,687,33,15,66,51839,45250,22,49,140,7,0,3,0,1,1
0,284,True,False,False,64,3,5,3,7273,5275,1,8,6,0,0,0,0,0,0,124,5,3,5,9395,5725,2,5,5,0,0,0,0,0,0
0,1907,False,False,False,943,24,27,33,58078,54000,28,86,190,4,0,1,3,1,0,944,27,24,46,64720,59900,37,75,207,9,2,4,3,0,1
0,1420,True,False,False,640,18,32,29,46386,44875,10,63,121,3,0,0,0,1,0,816,32,18,47,57464,52100,17,50,124,10,2,3,6,0,1
0,1594,True,False,True,760,45,28,62,64282,56847,18,72,157,6,0,3,3,1,1,728,28,45,36,53416,49458,19,43,97,3,0,0,0,0,0
0,989,True,False,False,524,8,16,9,28814,26450,8,29,68,0,0,0,0,0,0,559,16,8,20,34121,30575,5,36,72,3,0,1,6,0,1
0,1719,True,False,False,813,27,34,46,57349,53445,25,74,164,5,0,0,3,0,1,872,34,27,50,62937,57725,20,74,148,5,0,4,0,2,0
0,1360,False,False,True,728,26,10,34,49373,41175,5,53,103,9,1,2,2,1,1,692,9,26,10,36294,34550,16,43,100,0,0,0,0,0,0
0,1738,True,False,False,916,14,23,15,50725,47400,28,70,191,2,0,1,6,0,1,993,23,14,31,61471,53725,27,69,182,8,1,3,0,2,0
0,1510,False,False,True,753,20,10,30,50021,40930,24,56,151,7,1,2,1,1,0,802,10,20,17,43847,41800,21,65,146,3,0,1,2,0,1
0,1533,False,False,True,698,39,21,54,57532,52725,19,67,176,9,1,2,3,1,1,716,21,40,32,46095,43775,24,46,104,1,0,1,0,0,0
0,1809,False,False,False,917,11,25,17,50860,48420,32,81,204,4,0,1,4,0,1,978,25,11,44,62677,54600,33,72,164,10,2,4,2,1,0
0,1780,False,False,True,892,41,30,64,71021,65662,28,92,206,11,3,2,3,2,1,878,30,41,49,61471,58288,27,61,125,3,0,1,0,0,0
0,1590,True,False,True,775,39,18,70,57738,49385,19,49,136,7,1,1,1,1,1,778,18,39,30,50394,46875,8,59,109,4,0,3,5,0,0
0,1899,False,False,False,923,22,41,34,55826,54280,23,81,174,1,0,1,0,0,0,917,41,22,57,70646,61775,30,74,213,11,3,4,6,2,1
0,2190,False,False,True,1070,47,25,99,79934,70450,23,93,206,8,1,2,3,2,1,1131,25,47,51,73176,70815,29,89,229,8,2,3,0,1,0
0,1573,False,False,True,951,32,11,49,60318,54075,21,62,162,11,3,2,6,1,1,807,11,32,18,44295,41125,17,60,132,0,0,2,0,0,0
0,928,True,False,False,429,6,20,11,24575,21350,5,28,61,0,0,0,6,0,0,481,20,6,29,31820,27725,7,26,56,0,0,2,0,0,1
0,2032,False,False,False,885,44,53,60,72372,68130,31,88,226,4,0,3,4,1,0,974,53,44,85,79411,72442,24,94,241,11,2,1,2,1,1
0,1376,False,False,True,704,38,19,62,58265,48935,19,56,123,9,1,3,2,1,1,670,18,38,27,45317,43400,10,59,121,4,0,0,1,0,0
0,1824,False,False,True,867,38,31,56,69541,58525,33,90,220,11,3,2,4,1,0,920,30,38,41,59328,55125,32,76,172,5,0,2,2,0,1
0,1847,False,False,True,974,39,34,56,69583,62350,31,92,232,11,4,3,6,0,1,868,34,40,58,62664,60475,29,74,182,2,0,1,0,1,0
0,1423,True,False,True,733,30,14,44,52064,48216,28,53,154,5,0,3,3,1,1,683,14,30,17,41991,39025,16,71,147,4,0,0,3,0,0
0,151,False,True,False,38,0,0,0,3697,2450,0,2,1,0,0,0,0,0,0,36,0,0,0,3636,2500,1,2,2,0,0,0,0,0,0
0,1995,False,False,False,1097,24,41,29,68836,66550,25,75,188,5,0,0,0,0,1,1070,41,24,65,75614,68143,27,82,196,11,3,4,6,2,0
0,1975,False,False,True,1019,36,31,72,70424,64450,35,76,216,8,1,4,0,1,0,950,31,36,52,66171,63400,18,76,168,6,0,1,3,1,1
0,1818,False,False,True,843,37,36,71,65706,58900,20,106,203,7,1,2,1,1,1,913,36,38,49,64166,63025,37,85,230,5,0,3,0,0,0
0,1657,False,False,False,675,33,33,43,55644,48885,21,86,192,5,1,1,0,0,1,751,33,33,47,57752,51458,20,69,156,9,2,2,3,1,0
0,1580,False,False,True,671,40,35,53,59727,52888,24,54,120,8,2,3,4,1,0,769,35,40,30,56181,54595,17,60,160,7,0,1,2,0,1
0,1470,False,False,False,682,24,35,39,47615,44850,7,58,110,0,0,0,0,0,0,734,35,24,65,55479,49916,13,48,125,9,2,2,0,1,1
0,1944,False,False,False,945,24,42,32,63844,60420,33,93,202,6,0,1,6,0,1,958,42,24,59,71036,64508,50,85,241,10,2,4,0,1,0
0,1663,False,False,True,775,37,26,72,61460,54035,17,82,175,8,1,3,0,1,1,843,26,37,48,57030,53800,18,62,147,5,0,1,6,0,0
0,1130,False,False,True,629,28,12,39,44572,37200,8,45,100,9,1,1,4,0,1,522,12,28,16,31511,29608,13,36,81,0,0,0,2,0,0
0,1503,True,False,True,833,33,19,55,56382,52858,21,73,161,4,0,3,0,1,0,795,19,33,29,47095,43125,29,56,146,4,0,0,0,0,1
0,1393,False,False,True,734,39,16,47,57336,53107,11,60,133,11,2,1,3,1,1,630,16,39,20,42320,39490,17,47,110,1,0,1,3,0,0
0,1347,False,False,True,738,44,13,76,57002,44575,15,79,156,9,2,2,3,0,1,619,12,44,21,37762,42363,18,43,100,1,0,0,0,0,0
0,1606,True,False,False,841,13,22,19,47554,44050,20,61,159,3,0,2,0,0,1,917,22,13,42,55385,49800,18,54,153,6,0,2,2,1,0
0,1548,True,False,True,763,32,20,47,58878,51817,18,72,166,9,2,2,6,1,1,649,20,32,32,45178,43460,21,70,139,1,0,2,0,0,0
0,1733,False,False,False,914,16,36,31,54620,49633,30,67,142,4,0,1,6,0,1,941,36,16,61,64348,59175,26,91,224,9,1,3,0,1,0
0,935,True,False,False,485,5,17,3,24862,22550,10,32,69,0,0,0,3,0,0,479,17,5,18,31944,27600,9,39,80,4,0,2,0,0,0
0,1318,True,False,False,649,9,22,13,35691,32650,22,59,139,0,0,1,0,0,1,691,22,9,33,45310,39925,19,58,135,6,1,2,3,0,0
0,1201,True,False,True,611,28,19,44,45536,40995,8,35,70,6,0,2,1,0,1,614,19,28,25,38761,35700,8,42,91,2,0,0,2,0,0
0,918,True,False,True,506,22,7,23,34665,28225,5,34,63,3,0,2,3,0,0,447,7,22,8,27259,24275,7,30,55,1,0,0,3,0,0
0,1179,True,False,False,616,5,15,9,30852,28458,14,48,96,0,0,0,2,0,0,667,15,5,21,38816,35287,25,48,135,3,0,2,4,0,1
0,2246,True,False,True,1155,36,50,70,80531,75518,21,84,192,8,1,0,3,1,1,1095,50,36,96,86066,76525,30,74,210,9,2,5,3,2,0
0,1150,False,False,True,567,36,15,56,48172,38300,8,39,90,8,1,2,3,0,1,485,15,36,17,34725,32525,11,32,75,2,0,1,0,0,0
0,1472,False,False,True,784,40,16,71,58719,54100,17,62,169,9,1,3,5,1,1,667,16,40,30,41832,39730,21,61,132,1,0,0,1,0,0
0,1513,False,False,True,742,31,10,63,53656,48580,25,61,145,8,1,1,1,1,1,743,10,31,16,43991,40550,18,69,147,3,0,3,0,0,0
0,1748,False,False,True,1067,32,17,65,67333,55683,44,94,224,10,2,3,5,1,0,913,17,32,37,52010,50175,43,79,153,1,0,1,1,0,1
0,1264,True,False,False,566,12,32,14,35839,35700,6,51,92,0,0,0,0,0,0,675,32,12,32,47024,43145,18,35,110,7,0,2,0,0,0
0,1370,True,False,False,668,15,37,22,42441,40075,8,42,89,2,0,0,3,0,0,744,37,15,49,55169,46400,10,38,88,9,1,3,3,1,0
0,958,True,False,False,445,6,24,6,26096,23525,5,29,62,1,0,0,0,0,0,491,24,6,32,35097,33550,8,34,81,3,0,1,0,0,0
0,1463,False,False,True,744,30,15,53,52979,43350,14,69,159,8,1,1,4,1,1,714,14,30,19,45365,43850,15,50,114,3,0,2,2,0,0
0,1679,False,False,False,705,25,54,36,54720,50908,20,80,161,3,0,0,0,0,0,869,54,25,72,68546,56900,23,65,160,10,2,4,3,1,1
0,1812,False,False,True,935,35,15,42,66364,60175,41,107,262,9,1,4,0,2,1,969,15,35,22,52668,50733,52,87,197,2,0,0,6,0,0
0,1258,False,False,True,676,25,11,43,46122,40308,8,53,119,9,2,1,4,0,1,607,11,25,15,36570,34000,11,40,99,3,0,1,2,0,0
0,1931,False,False,False,1099,19,25,45,63871,62230,40,89,218,3,0,0,4,1,0,1022,25,19,47,69308,62750,39,94,244,11,3,5,2,1,0
0,1671,False,False,False,815,27,34,58,54545,51475,22,57,145,2,0,1,2,0,0,848,34,27,64,63224,56438,16,79,171,10,2,2,4,1,1
0,1870,False,False,True,1061,27,27,53,71273,65843,44,85,266,11,4,2,5,2,1,1094,27,27,44,62460,55855,40,80,205,3,0,2,1,0,0
0,1774,False,False,False,815,26,42,35,56282,54325,18,55,149,3,0,1,2,0,0,915,42,26,61,67402,60968,17,57,165,9,1,4,4,1,1
0,1664,True,False,False,841,20,39,39,53076,50175,32,61,167,3,0,1,5,0,1,825,38,20,84,61992,58233,16,79,167,6,1,3,1,1,0
0,1653,False,False,False,756,21,27,33,49185,45733,23,69,165,3,0,0,0,0,1,768,26,21,42,60278,55100,29,72,205,10,2,4,3,2,0
0,1789,False,False,True,969,28,33,44,66432,58325,37,86,180,10,1,2,6,0,1,842,33,28,56,57515,54600,29,76,165,1,0,2,0,1,0
0,1610,True,False,False,713,27,33,37,49021,47125,17,72,160,3,0,1,1,0,0,792,33,27,49,58804,48435,24,67,163,7,1,3,5,1,1
0,1398,True,False,False,633,12,31,7,39116,36650,22,75,154,4,1,1,6,0,1,749,31,12,50,54156,49700,35,62,158,6,0,2,0,1,0
0,987,True,False,True,570,17,8,26,35070,30058,14,41,93,2,0,1,0,0,0,523,8,18,10,27615,25275,8,43,80,0,0,1,3,0,1
0,1787,False,False,True,896,30,28,38,65974,60475,26,82,199,11,4,2,5,2,1,962,28,30,53,60171,56600,28,72,201,3,0,2,1,0,0
0,2194,False,False,True,1004,44,34,82,77385,72115,36,80,225,7,2,0,3,1,1,1176,34,44,65,78378,75750,25,97,227,6,1,4,3,1,0
0,1598,False,False,False,737,29,31,34,52200,50968,19,61,143,3,0,1,4,0,1,927,31,29,35,61156,57342,24,65,174,9,1,2,2,1,0
0,1703,False,False,False,724,32,30,51,54056,51400,22,71,147,3,0,2,3,1,1,794,30,32,57,58685,57325,28,68,186,8,1,2,0,0,0
0,1331,False,False,False,660,19,27,27,42894,40625,23,57,136,3,0,0,2,0,1,694,27,19,52,49903,44825,14,56,127,8,1,3,2,1,0
0,916,True,False,False,393,3,24,1,20935,18150,7,30,61,0,0,0,2,0,0,496,24,3,21,35938,27410,6,36,75,4,0,2,2,0,0
0,1354,False,False,True,753,38,13,60,57405,48925,30,68,173,10,2,1,5,1,1,677,13,38,22,41088,39425,19,50,90,1,0,2,1,0,0
0,1587,False,False,False,786,17,27,21,48116,46175,29,66,144,2,0,1,0,0,1,927,27,17,56,59602,51925,33,65,171,10,2,3,6,1,0
0,1117,True,False,True,603,18,10,26,40320,37500,8,38,98,6,0,2,3,0,1,514,10,18,19,30759,27850,6,33,63,1,0,0,0,0,0
0,1323,False,False,False,626,12,31,25,40229,38350,23,48,121,1,0,0,0,0,1,714,31,12,46,54683,49475,8,61,125,11,3,3,6,1,0
0,1677,False,False,False,747,28,29,43,53029,49475,10,67,122,2,0,0,5,1,0,825,29,28,48,57940,51150,23,70,175,8,1,3,1,0,1
0,1790,False,False,True,890,46,28,74,69055,59518,16,88,182,11,2,2,2,1,0,876,28,46,48,58726,55733,29,52,164,4,0,2,1,0,1
0,1637,True,False,False,833,13,25,24,46743,45550,11,70,149,2,0,1,0,0,0,904,25,13,40,55243,49285,28,50,149,6,0,3,6,1,1
0,1721,False,False,True,835,28,21,68,54708,47225,23,76,164,5,1,4,0,0,0,785,21,28,42,53411,49708,32,62,189,3,0,0,3,1,1
0,1394,False,False,False,623,19,34,31,45015,45250,9,46,95,2,0,0,0,0,0,781,34,19,37,56644,49741,15,34,107,11,3,2,6,1,1
0,1417,False,False,False,623,13,31,18,39387,36850,15,54,113,1,0,0,1,0,0,721,31,14,51,52298,43650,16,49,124,11,2,2,2,1,1
0,1482,True,False,False,780,19,24,27,47984,46213,25,68,179,4,0,2,3,0,1,760,24,19,49,50808,46233,25,56,153,4,0,1,0,1,0
0,1355,False,False,False,660,13,36,25,41316,39900,11,57,112,1,0,1,0,0,1,831,36,13,53,54896,49637,23,47,128,10,1,2,6,0,0
0,1720,False,False,False,801,21,40,36,52951,52375,30,79,156,2,0,1,3,0,0,829,40,21,62,67869,68885,33,95,250,10,2,3,0,1,1
0,1388,True,False,True,712,28,18,39,50553,46333,20,48,127,6,0,1,6,1,1,760,18,28,30,47287,45480,12,49,111,4,0,3,0,0,0
0,1534,False,False,False,699,23,46,25,51186,48760,14,47,139,4,0,0,6,0,1,747,46,23,66,60273,53725,18,58,168,8,1,3,0,1,0
0,1239,False,False,True,584,23,8,34,43210,36775,10,44,93,8,1,1,6,0,0,601,8,23,10,34120,32785,12,42,99,1,0,1,0,0,1
0,1333,True,False,True,606,24,16,46,41954,38725,17,54,125,2,0,2,0,0,0,597,16,24,24,40819,38275,18,51,119,5,0,0,6,0,1
0,1312,True,False,True,648,22,15,35,44209,37575,21,39,110,2,0,0,1,1,1,713,15,22,28,39974,37233,15,57,115,3,0,1,1,0,0
0,1497,False,False,False,743,14,29,31,44392,43175,22,61,136,1,0,0,1,0,0,820,29,14,47,57158,50450,27,60,160,10,1,4,5,1,1
0,1567,True,False,True,789,29,14,68,53770,49225,17,53,133,6,1,3,3,1,1,806,14,29,26,47102,44133,13,61,127,2,0,1,3,0,0
0,2182,False,False,True,1075,36,34,72,75047,69033,35,106,239,8,1,3,3,1,0,1107,34,36,60,74667,69600,39,94,259,5,0,3,3,2,1
0,1565,False,False,True,759,28,9,60,54073,49550,18,61,150,9,1,4,3,1,1,721,9,28,16,42259,41233,17,66,137,2,0,0,0,0,0
0,1786,False,False,False,913,25,32,31,55562,52825,22,68,168,2,0,2,3,0,0,985,32,25,55,64699,55475,29,70,183,9,1,3,3,1,1
0,915,True,False,False,388,9,19,11,25008,21460,3,27,45,0,0,0,3,0,0,461,19,9,18,35281,34100,11,22,64,9,1,1,3,0,0
0,1425,True,False,False,733,12,31,10,41131,39475,24,52,127,2,0,1,3,0,1,808,31,12,45,50350,44100,23,68,160,3,0,2,0,1,0
0,1283,True,False,True,689,13,9,29,39394,33325,25,52,126,3,0,2,3,0,1,662,9,14,20,35655,33950,16,59,124,1,0,0,0,0,0
0,2008,False,False,False,1004,36,37,45,68994,68845,38,82,224,5,0,3,2,0,1,937,36,36,59,72500,63450,24,118,246,10,2,1,4,2,0
0,948,True,False,True,535,18,13,21,35284,31300,6,33,77,4,0,1,6,0,0,403,13,18,13,26347,23100,5,34,68,0,0,0,0,0,0
0,1911,False,False,True,958,28,23,58,66011,58033,52,87,226,8,1,2,3,1,0,976,23,28,27,60942,55783,35,117,251,6,0,3,0,1,1
0,1651,False,False,True,934,25,17,40,58995,53610,21,87,186,9,2,2,3,1,0,849,17,25,23,50707,49735,34,55,169,4,0,2,3,0,1
0,1960,False,False,False,917,35,23,74,65303,62737,27,91,232,5,0,3,0,1,1,968,23,35,44,65976,57850,33,78,202,9,1,2,3,1,0
0,916,True,False,False,426,4,24,7,23673,19900,5,24,51,0,0,0,0,0,0,527,24,4,32,34602,29850,5,36,80,3,0,2,3,0,1
0,1975,True,False,True,1074,31,20,50,71472,63603,33,116,262,8,2,5,0,2,0,995,20,31,40,61155,58600,35,67,172,3,0,0,6,0,1
0,1223,True,False,True,703,18,6,27,41962,37000,18,50,122,5,0,0,6,0,1,636,6,18,13,33577,30875,15,44,107,2,0,1,0,0,0
0,1686,False,False,True,1015,28,16,36,63868,57510,46,102,248,10,1,3,6,1,0,871,16,28,35,49661,48300,37,88,160,2,0,1,0,0,1
0,1489,False,False,True,812,28,15,44,55086,49075,15,72,152,9,1,2,6,1,1,762,15,28,23,43112,41575,20,56,143,2,0,1,0,0,0
0,1496,False,False,True,766,23,17,31,53284,50155,34,54,142,9,1,1,6,1,0,778,17,23,17,45674,43833,19,70,149,1,0,2,0,0,1
0,1382,True,False,True,693,24,10,56,46405,40758,16,52,119,4,0,1,2,1,1,736,10,24,12,39663,35810,16,45,129,2,0,2,4,0,0
0,1929,False,False,False,937,25,31,44,59904,57115,41,74,208,4,0,2,3,0,1,928,31,25,70,67576,60460,30,110,237,9,2,2,3,2,0
0,1658,True,False,True,710,44,23,64,60983,55750,12,68,141,6,1,1,4,1,1,759,23,44,35,51414,48493,19,61,166,3,0,3,2,0,0
0,1747,False,False,False,919,23,27,41,55111,52955,34,69,163,3,0,2,2,0,1,857,27,23,42,59675,54446,29,77,198,10,2,1,4,1,0
0,1119,True,False,True,612,34,10,43,46269,41925,12,43,102,6,0,2,3,0,1,557,10,34,14,34523,31875,9,49,89,2,0,0,3,0,0
0,1807,False,False,False,836,33,35,49,60672,58075,23,81,179,6,0,1,2,0,1,875,35,33,63,64954,59360,27,72,188,8,1,2,1,1,0
0,1569,False,False,False,726,27,44,46,55323,49368,20,66,143,3,0,1,4,0,1,813,44,28,64,64306,57475,32,75,178,10,1,3,2,1,0
0,914,True,False,True,479,25,7,20,33582,26225,12,28,79,3,0,1,0,0,0,423,7,28,6,25112,23240,9,31,62,0,0,0,6,0,0
0,1367,False,False,False,647,11,25,19,40381,38700,15,51,113,3,0,0,3,0,0,807,25,11,40,52522,47158,24,65,153,10,1,3,3,1,1
0,1377,False,False,False,672,18,36,21,43021,41525,13,55,117,3,0,0,4,0,0,743,36,18,43,54658,49400,17,68,143,9,1,2,2,1,1
0,1395,False,False,True,725,33,22,58,52754,47458,12,54,123,9,2,2,3,0,1,682,22,34,25,44207,41087,13,45,103,3,0,1,3,0,0
0,1900,False,False,False,940,36,47,45,65674,63875,20,64,159,4,0,3,6,0,1,931,47,36,71,76750,71225,25,82,244,9,1,2,0,2,0
0,1205,True,False,False,610,16,18,28,37805,34170,13,40,97,2,0,2,3,0,1,581,18,16,26,40113,32600,11,43,89,5,0,0,3,0,0
0,1755,False,False,True,963,29,29,49,66954,57083,30,90,210,10,1,4,4,1,1,837,29,29,57,56283,53605,28,93,171,2,0,0,2,0,0
0,1664,False,False,True,845,42,27,60,65152,59625,25,83,191,10,1,2,6,0,1,753,26,42,43,57711,55793,26,49,121,3,0,1,0,1,0
0,1719,False,False,True,1032,28,13,43,62003,53850,35,89,235,7,1,2,5,1,1,925,13,28,21,51903,49658,26,70,172,4,0,1,0,0,0
0,1122,True,False,True,726,15,4,14,40923,38500,11,41,99,6,0,3,6,0,1,530,4,15,8,27525,24500,11,38,83,0,0,0,0,0,0
0,1642,True,False,False,914,5,22,4,46275,44200,32,83,171,5,0,0,4,0,1,977,22,5,35,56038,49608,42,83,230,6,1,3,1,1,0
0,1273,True,False,True,762,22,12,29,46846,41625,6,51,99,5,0,2,6,1,1,649,12,22,14,36679,34375,12,38,89,1,0,1,0,0,0
0,1835,False,False,True,856,39,37,67,71379,60060,30,85,186,8,1,2,1,0,0,890,37,39,36,66537,62930,24,78,192,7,1,2,5,2,1
0,1621,False,False,True,906,37,19,51,64176,58008,31,72,157,9,1,3,6,1,1,805,19,37,19,51459,47522,14,76,141,5,0,1,0,0,0
0,1249,False,False,False,607,8,28,10,35682,31800,6,35,72,2,0,0,1,0,0,631,28,9,47,43739,35950,7,35,105,7,1,2,5,0,1
0,1613,False,False,True,868,27,26,41,60316,48908,27,77,180,10,2,2,6,1,0,850,25,27,38,54560,52575,26,67,170,5,0,1,0,0,1
0,1377,False,False,True,660,38,16,59,50711,45650,16,37,107,7,1,2,6,0,0,570,16,38,29,39224,37733,9,43,86,1,0,0,0,0,0
0,1351,False,False,True,717,28,20,46,53460,45985,19,61,146,11,2,1,3,1,1,629,20,28,29,42603,37950,25,53,139,2,0,2,0,0,0
0,2260,False,False,False,1104,28,37,48,73423,73308,35,75,208,2,0,2,1,2,0,1249,37,28,61,80006,75875,33,86,235,11,4,4,2,0,1
0,1417,False,False,False,644,23,38,38,47413,45033,15,55,115,2,0,1,1,0,0,713,38,23,42,57969,48452,20,55,144,10,2,1,2,1,1
0,1949,False,False,False,803,42,43,60,66777,63008,37,101,192,4,0,2,2,1,0,1029,43,42,49,75351,68695,52,99,288,10,2,2,1,1,1
0,1502,False,False,False,728,17,25,31,43459,41900,25,63,155,2,0,2,3,0,1,807,25,17,48,55085,50675,20,60,160,9,1,2,3,1,0
0,1942,False,False,True,903,41,33,69,72506,60613,45,106,262,9,1,3,0,1,1,950,33,41,54,67211,64800,41,96,219,8,1,1,2,1,0
0,1201,True,False,False,559,6,26,8,31817,29850,10,44,94,1,0,0,0,0,0,565,26,6,46,42977,39035,5,51,112,6,0,1,6,0,1
0,1349,True,False,False,654,17,31,25,42049,38975,20,51,145,3,0,0,0,0,0,758,31,17,46,53378,48043,21,57,140,7,1,2,6,1,1
0,2016,False,False,True,906,43,27,70,73915,69833,36,91,218,11,3,4,5,1,1,963,27,43,43,67791,65600,37,102,240,5,0,1,1,1,0
0,1595,False,False,False,808,20,29,40,48995,47600,19,75,135,0,0,0,0,0,0,832,29,20,38,59339,53833,30,67,186,11,3,3,6,1,1
0,1177,False,False,False,492,10,29,15,31605,30250,14,50,93,0,0,0,0,0,0,666,29,10,46,48717,42783,21,59,123,9,1,2,6,0,1
0,1352,False,False,True,704,26,15,50,48431,41543,21,62,135,8,1,1,5,0,1,621,15,26,27,38445,36910,18,49,106,1,0,1,1,0,0
0,1606,False,False,False,707,21,39,35,48913,47608,6,58,115,3,0,0,2,0,1,812,39,21,55,61416,55725,14,40,105,10,2,4,4,1,0
0,1433,True,False,True,762,31,20,51,57907,52825,16,74,166,7,1,2,4,1,1,664,19,31,28,43922,40125,23,50,118,2,0,2,2,0,0
0,2216,False,False,True,940,51,34,88,81166,74310,37,95,239,9,2,1,1,2,1,984,34,51,54,74153,71875,41,90,252,6,0,4,5,1,0
0,1694,True,False,True,876,41,36,60,69188,60808,30,59,188,8,1,0,4,2,0,794,36,41,46,58011,55087,18,75,162,3,0,3,2,0,1
0,1763,False,False,True,982,53,24,53,67997,62068,22,53,173,9,2,4,6,0,1,862,24,53,29,62487,57166,13,75,145,4,0,0,0,2,0
0,1310,True,False,False,687,15,22,18,40482,38575,19,69,155,1,0,1,6,0,0,764,22,15,36,48051,42075,21,50,114,7,0,2,0,0,1
0,1152,True,False,True,683,26,14,21,42670,38565,9,48,109,4,0,2,0,0,0,553,14,26,18,34761,32750,13,35,84,1,0,0,3,0,1
0,2321,False,False,False,1070,32,37,71,70784,66695,37,120,251,3,0,4,0,0,0,1147,37,32,76,83235,74025,72,93,328,10,2,2,6,2,1
0,1908,False,False,False,842,28,38,48,63668,61900,33,82,196,8,2,4,6,1,0,1068,38,28,76,71665,65490,28,116,228,10,1,1,0,1,1
0,1258,True,False,False,550,11,34,16,34780,31700,10,39,83,0,0,0,0,0,0,650,33,11,50,47719,41900,15,40,118,7,1,3,6,0,1
0,2409,False,False,True,1085,43,43,98,82949,77200,50,110,242,7,1,1,0,1,1,1087,43,43,85,86124,85145,63,151,399,8,3,5,0,2,0
0,1500,False,False,True,759,40,26,58,62960,59225,30,53,178,10,2,2,0,1,1,605,26,41,42,47282,44143,14,77,151,1,0,0,0,0,0
0,2283,False,False,True,1105,42,35,68,83244,78175,36,81,232,11,3,2,6,3,1,1079,35,43,63,72085,68593,23,126,249,3,0,3,0,0,0
0,1477,True,False,False,677,15,29,29,43391,42050,32,71,173,3,0,0,3,0,0,754,29,15,53,54175,50550,32,78,184,6,0,4,3,1,1
0,1418,False,False,False,675,17,16,25,44116,41150,14,49,123,5,0,0,6,0,1,729,15,17,18,46708,38875,13,61,135,9,2,3,0,1,0
0,930,True,False,False,462,10,23,14,27677,24500,2,32,56,0,0,0,3,0,0,480,23,10,25,35807,30075,5,31,62,3,0,2,3,0,0
0,1311,False,False,True,604,32,20,61,49829,44783,12,64,134,8,1,2,3,1,1,612,18,32,19,40233,38683,12,49,99,2,0,1,0,0,0
0,1131,True,False,False,506,8,29,11,31164,29700,9,35,80,2,0,1,4,0,0,621,29,8,25,42795,37262,7,39,85,5,0,1,2,0,1
0,921,True,False,True,505,17,3,24,32484,27375,12,38,86,2,0,1,6,0,0,443,3,17,3,23401,21225,9,30,62,0,0,0,0,0,0
0,1731,False,False,False,825,43,43,63,66152,62875,27,65,181,4,0,2,2,2,0,925,43,43,48,69293,60700,14,66,152,11,2,1,4,0,1
0,1861,False,False,False,858,29,37,34,61491,60495,33,63,172,8,1,1,3,1,1,938,37,29,63,73308,66900,23,73,167,10,2,4,3,1,0
0,2163,False,False,True,945,33,31,53,68591,62315,30,79,209,7,1,2,1,0,1,952,30,33,54,70213,68550,30,85,219,6,0,3,2,2,0
0,1928,True,False,False,833,33,44,53,64495,62175,27,90,203,2,0,1,2,0,0,931,44,33,58,73313,66775,34,68,200,9,2,3,4,1,1
0,2038,False,False,True,1009,33,43,51,74674,65200,16,77,175,10,1,1,1,1,1,1029,43,33,68,76352,69833,32,69,203,9,1,3,2,1,0
0,1470,False,False,False,633,27,44,44,52620,51350,11,54,111,5,1,0,3,0,1,706,44,27,64,60974,57298,13,41,117,10,2,3,3,1,0
0,1408,False,False,False,733,24,35,36,49735,47600,13,45,115,3,0,0,6,1,0,750,35,24,40,53428,45158,15,47,117,8,1,3,0,0,1
0,1170,True,False,False,553,13,27,9,34139,31750,14,38,101,2,0,0,6,0,0,615,27,13,37,41760,36505,9,42,94,4,0,1,0,0,0
0,2338,False,False,False,1098,33,40,50,73487,72473,44,101,269,5,0,4,2,0,1,1083,40,33,69,80764,87023,26,92,225,11,3,1,4,2,0
0,1159,True,False,True,640,25,10,33,42430,36725,16,45,116,5,0,1,6,0,1,540,10,25,17,31806,30250,8,52,91,0,0,1,0,0,0
0,180,False,True,False,41,0,0,0,4086,2450,0,2,2,0,0,0,0,0,0,64,0,0,0,4810,2400,0,3,1,0,0,0,0,0,0
0,2073,True,False,True,1059,48,28,50,78954,75000,30,77,182,11,4,4,4,1,1,1146,28,48,32,75331,75005,29,79,199,6,1,1,2,1,0
