,total_blue_side_minions,total_blue_side_gold_earned,total_blue_side_wards_placed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_dragons_killed,total_blue_side_riftHeralds_killed,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_red_side_minions,total_red_side_gold_earned,total_red_side_kills,total_red_side_deaths,total_red_side_wards_placed,total_red_side_dragons_killed,total_red_side_riftHeralds_killed,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,blue_side_won
0,493,39561,28,22,15,2,1,5,1,397,34501,15,22,38,1,0,1,0,1
0,476,33245,29,12,20,0,0,1,0,486,39503,20,12,33,2,1,3,0,0
0,494,35460,40,13,20,2,1,3,0,453,38985,20,13,38,0,0,4,0,1
0,398,34643,32,20,20,1,1,0,0,466,39261,20,20,196,1,1,3,0,0
0,421,33980,33,15,21,0,0,0,0,494,39219,21,15,38,2,1,4,0,0
0,454,29460,37,4,13,1,0,0,0,457,36164,13,4,38,2,1,3,0,0
0,464,39115,42,17,25,0,1,1,0,475,40552,25,17,36,1,0,4,0,0
0,414,47184,360,43,17,2,0,8,1,386,34090,17,43,38,1,1,1,0,1
0,450,44290,70,31,21,1,1,2,0,445,34815,21,31,32,1,0,2,0,1
0,506,42764,50,25,9,2,1,4,0,476,34310,9,25,52,1,0,1,0,1
0,414,39836,93,25,20,1,1,0,0,415,35547,20,25,477,1,1,3,0,1
0,420,38156,24,24,8,2,1,2,0,377,31219,8,24,34,0,0,3,0,1
0,460,30674,52,8,16,1,1,1,0,427,32610,16,8,31,1,0,2,0,0
0,449,31337,24,6,29,0,0,1,0,467,43851,29,6,37,2,1,5,0,0
0,391,30561,50,12,15,1,0,0,0,417,33332,15,12,46,1,1,2,0,0
0,451,36667,30,17,19,1,1,3,0,406,36194,19,17,41,2,0,3,0,0
0,461,44519,42,29,17,2,1,7,1,395,35581,17,29,38,0,0,2,0,1
0,505,41504,85,27,15,3,0,1,0,485,37089,15,27,33,0,0,4,0,1
0,395,37214,41,20,18,1,1,2,0,449,36531,18,20,48,1,0,2,0,0
0,423,30389,289,7,14,1,1,2,0,501,34680,14,7,27,2,0,1,0,0
0,453,38483,123,18,7,1,1,5,0,381,29884,7,18,41,1,0,1,0,1
0,399,35431,84,15,35,0,0,2,0,384,40551,35,15,46,2,1,3,0,0
0,486,39664,29,21,15,3,1,4,0,444,36529,15,21,32,0,0,2,0,1
0,472,39871,28,23,12,1,0,3,0,345,31881,12,23,32,0,1,0,0,1
0,413,32021,34,14,21,1,0,0,0,416,38000,21,14,70,1,2,5,0,0
0,483,38391,34,18,18,0,0,2,0,440,37130,18,18,34,2,0,2,0,0
0,428,33523,51,13,13,1,0,2,0,380,30803,13,13,114,2,1,0,0,1
0,449,37124,45,16,15,1,1,1,0,453,34384,15,16,50,1,0,5,0,1
0,449,33088,36,15,14,1,0,0,0,405,33348,14,15,62,0,1,3,0,1
0,338,44261,32,34,19,1,1,3,0,337,34210,19,34,97,1,0,1,0,1
0,440,33341,85,12,20,2,0,1,0,440,38043,20,12,122,0,1,3,0,1
0,493,36783,34,17,7,2,1,4,0,433,30236,7,17,24,0,0,0,0,1
0,420,35952,36,20,12,1,1,2,0,355,32017,12,20,32,1,0,1,0,1
0,485,43143,27,30,11,2,1,5,0,408,32404,11,30,357,0,0,1,0,1
0,420,32105,31,10,11,0,1,3,0,393,30878,11,10,127,2,0,2,0,0
0,427,41946,30,27,18,1,1,5,0,413,35998,18,27,33,2,0,2,0,1
0,472,38704,36,22,18,2,0,2,0,468,36442,18,22,33,1,1,2,0,1
0,366,32548,36,16,15,2,1,1,0,449,35539,15,16,45,0,0,4,0,0
0,451,41279,110,20,13,1,1,6,1,374,31355,13,20,33,1,0,2,0,1
0,393,37259,32,20,26,1,0,1,0,413,41057,26,20,40,1,1,3,0,0
0,337,34486,29,20,19,2,0,0,0,466,40336,19,20,56,1,1,8,1,0
0,338,37986,179,24,22,1,1,3,0,376,39904,22,24,290,2,0,4,0,0
0,365,31898,34,11,14,1,0,1,0,417,33192,14,11,36,1,1,3,0,0
0,453,35740,40,14,18,2,1,2,0,454,36387,18,14,31,0,0,4,0,0
0,442,32152,36,11,18,0,1,1,0,364,32581,18,11,35,2,0,0,0,1
0,406,41365,47,29,18,1,1,4,0,393,35398,18,29,31,1,0,1,0,1
0,400,37660,32,20,21,0,1,2,0,366,35681,21,20,451,2,0,3,0,0
0,415,30159,29,7,15,1,0,1,0,540,39433,15,7,43,1,1,5,0,0
0,489,33377,372,8,9,2,1,2,0,443,30799,9,8,51,0,0,1,0,1
0,350,36058,44,21,29,0,1,1,0,315,36717,29,21,22,2,0,2,0,1
0,413,35978,62,20,18,2,1,1,0,418,35159,18,20,36,0,0,5,0,1
0,413,41196,30,29,16,2,1,2,0,322,30406,16,29,29,0,0,3,0,1
0,431,33223,37,13,13,2,0,2,0,421,32046,13,13,34,1,1,0,0,0
0,376,39521,29,27,19,1,1,2,0,368,33427,19,27,40,1,0,3,0,1
0,482,39374,39,23,9,2,1,4,0,486,32726,9,23,38,0,0,1,0,1
0,401,32167,34,11,11,1,1,2,0,369,30412,11,11,34,0,0,2,0,1
0,380,34082,34,16,21,0,1,0,0,481,39655,21,16,616,3,0,4,0,0
0,455,34642,33,11,14,2,0,2,0,411,32298,14,11,180,0,1,2,0,0
0,469,32319,40,9,13,1,1,1,0,440,32152,13,9,163,2,0,2,0,0
0,449,31747,40,8,7,0,1,2,0,455,30327,7,8,31,2,0,1,0,0
0,474,37023,27,11,26,1,1,5,0,410,37082,26,11,33,2,0,1,0,0
0,348,28544,373,10,21,0,0,0,0,464,39840,21,10,37,2,1,6,0,0
0,416,33607,32,15,14,1,1,2,0,407,33562,14,15,43,1,0,2,0,0
0,458,33892,43,14,14,0,0,0,0,409,32420,14,14,39,2,1,2,0,1
0,434,37616,40,24,27,0,0,1,0,403,41851,27,24,63,2,1,5,0,0
0,478,35527,42,15,12,1,1,3,0,419,33577,12,15,203,1,0,2,0,1
0,408,33729,405,12,14,1,2,3,0,402,32578,14,12,29,1,0,1,0,1
0,469,34461,151,16,14,0,1,1,0,430,33382,14,16,42,3,0,2,0,0
0,486,33800,36,11,15,0,0,1,0,456,34853,15,11,132,2,0,3,0,0
0,468,38466,34,22,8,2,1,4,0,319,27406,8,22,47,0,0,1,0,1
0,464,35539,63,13,2,2,1,4,0,432,27193,2,13,33,0,0,0,0,1
0,532,39606,74,25,8,1,1,1,0,489,32930,8,25,42,1,0,4,0,1
0,398,40556,302,35,13,2,1,4,0,388,35304,13,35,33,0,0,0,0,1
0,430,37302,59,20,24,3,0,0,0,453,39314,24,20,33,0,0,3,0,0
0,441,34811,50,14,13,2,0,1,0,504,34445,13,14,34,0,1,2,0,1
0,437,33921,52,16,8,2,1,2,0,412,30325,8,16,35,0,0,1,0,1
0,462,40447,36,23,23,1,0,3,0,401,38182,23,23,36,1,0,2,0,1
0,401,34930,41,17,19,1,0,1,0,449,37407,19,17,171,1,1,4,0,1
0,460,37781,23,18,11,0,0,3,0,387,30185,11,18,318,2,0,1,0,1
0,402,33374,202,13,11,3,1,3,0,449,33882,11,13,39,0,0,2,0,1
0,474,35981,32,13,23,0,1,1,0,494,39578,23,13,100,1,0,3,0,0
0,425,33688,196,13,6,2,1,2,0,443,30703,6,13,43,0,0,3,0,1
0,404,40026,57,29,23,2,1,2,0,360,36700,23,29,33,1,0,1,0,1
0,411,34057,42,14,16,1,1,2,0,439,33555,16,14,35,2,0,1,0,1
0,464,36151,36,18,26,0,0,0,0,430,39865,26,18,34,3,1,3,0,1
0,341,40056,42,24,28,0,1,2,0,382,39024,28,24,183,2,0,3,0,0
0,415,35349,29,21,14,1,0,1,0,405,32472,14,21,35,1,0,2,0,0
0,458,36260,315,15,16,1,0,2,0,463,35681,16,15,31,1,1,2,0,0
0,449,39806,189,22,25,2,1,3,0,432,37664,25,22,35,1,0,1,0,0
0,411,40160,26,24,17,0,1,5,1,436,35540,17,24,42,3,0,2,0,1
0,430,33093,36,15,24,1,0,1,0,486,41265,24,15,42,1,1,3,0,0
0,417,35699,349,18,20,1,1,3,0,375,35943,20,18,39,2,0,2,0,0
0,467,32869,33,9,15,0,0,2,0,460,35931,15,9,41,3,0,3,0,0
0,447,34657,28,11,19,1,0,2,0,440,39503,19,11,33,1,1,8,1,0
0,416,31342,46,10,19,2,0,2,0,379,35107,19,10,34,0,1,3,0,1
0,390,37043,32,24,14,1,0,1,0,403,34560,14,24,46,0,0,4,0,0
0,486,37326,37,17,18,2,1,2,0,443,35453,18,17,37,1,0,0,0,1
0,366,28767,112,8,18,0,0,0,0,473,37681,18,8,31,1,1,4,0,0
0,477,35716,49,15,14,2,1,2,0,501,35138,14,15,39,1,0,1,0,1
0,456,36213,39,13,10,1,1,3,0,396,31476,10,13,35,1,0,3,0,1
0,429,39012,43,23,14,2,1,4,1,446,36270,14,23,39,0,0,4,0,1
0,455,36845,47,18,19,1,0,1,0,479,36141,19,18,397,1,0,3,0,1
0,469,35496,38,15,16,2,0,2,0,447,33205,16,15,73,0,1,1,0,1
0,409,38164,31,19,13,1,1,5,0,376,32207,13,19,37,1,0,3,0,0
0,381,36228,32,20,21,0,0,2,0,371,36646,21,20,36,3,0,2,0,0
0,390,37052,36,21,28,0,0,0,0,426,42011,28,21,27,2,1,4,0,0
0,409,34543,252,15,11,1,1,2,0,370,31910,11,15,38,1,0,2,0,1
0,417,35549,42,18,9,1,2,2,0,392,31427,9,18,73,1,0,3,0,0
0,324,31246,44,17,31,0,0,0,0,424,41407,31,17,498,2,1,8,2,0
0,392,39411,37,33,19,0,0,1,0,462,38225,19,33,32,2,0,1,0,0
0,379,36081,30,20,28,0,1,2,0,463,42528,28,20,62,2,0,4,0,0
0,476,38194,35,25,16,1,1,1,0,439,36049,16,25,41,1,0,3,0,1
0,387,33102,65,13,15,2,0,0,0,418,36405,15,13,35,0,1,5,0,0
0,357,33243,68,20,20,1,0,0,0,463,38816,20,20,35,1,0,2,0,1
0,438,35044,85,17,12,2,0,0,0,430,33044,12,17,44,0,1,4,0,1
0,434,36943,27,18,20,1,1,1,0,526,39643,20,18,36,1,0,3,0,0
0,440,33286,49,11,25,0,0,1,0,492,40547,25,11,36,2,1,6,0,0
0,402,28601,61,6,16,0,0,0,0,466,37889,16,6,36,3,1,4,0,0
0,523,36846,34,14,7,1,1,2,0,485,31102,7,14,47,1,0,1,0,1
0,471,37621,44,20,11,2,0,1,0,460,32198,11,20,32,0,0,1,0,1
0,460,34506,37,12,20,1,0,0,0,456,37314,20,12,35,1,1,5,0,0
0,534,38739,38,17,13,2,0,1,0,467,34105,13,17,43,0,0,2,0,1
0,424,42933,42,29,5,3,1,8,2,319,25114,5,29,34,0,0,1,0,1
0,458,41030,190,25,11,2,0,3,0,419,33906,11,25,51,1,1,3,0,1
0,455,31683,298,9,14,1,0,1,0,479,34463,14,9,30,1,1,2,0,1
0,418,41832,36,29,26,1,1,3,0,389,39848,26,29,35,1,0,1,0,0
0,404,36929,30,21,24,2,0,2,0,391,38197,24,21,130,1,1,3,0,0
0,413,34238,31,15,27,0,0,1,0,422,40419,27,15,58,2,1,4,0,0
0,443,38085,29,16,25,2,0,3,0,502,40836,25,16,39,0,1,4,0,1
0,477,35703,41,13,13,0,0,1,0,427,32777,13,13,38,2,1,3,0,0
0,392,36759,36,20,21,2,1,3,0,426,36627,21,20,29,1,0,1,0,0
0,399,32024,47,11,18,2,0,2,0,344,33661,18,11,27,1,1,2,0,0
0,475,37907,38,18,13,1,1,2,0,449,35117,13,18,34,1,0,3,0,1
0,452,38664,83,19,17,1,1,2,0,512,37694,17,19,83,1,0,3,0,1
0,473,35184,77,13,11,2,0,2,0,407,30854,11,13,38,0,0,1,0,1
0,443,36205,39,15,17,1,0,2,0,490,36902,17,15,43,2,1,1,0,1
0,449,33067,41,10,13,0,1,1,0,522,35604,13,10,46,2,0,5,0,0
0,495,33458,33,10,19,0,0,0,0,507,39306,19,10,45,2,1,3,0,0
0,411,34812,113,15,23,0,0,1,0,456,38678,23,15,47,3,1,4,0,0
0,389,34087,34,17,25,1,0,1,0,368,37856,25,17,40,1,1,5,0,0
0,405,39263,33,22,15,3,0,4,0,355,30804,15,22,34,0,0,0,0,1
0,379,34164,71,16,14,3,1,1,0,439,34530,14,16,67,0,0,3,0,1
0,476,34313,43,13,25,2,0,0,0,523,43617,25,13,194,0,1,6,0,0
0,453,39176,37,21,18,1,1,3,0,396,33965,18,21,27,1,0,1,0,1
0,460,37255,38,21,15,2,1,1,0,424,33919,15,21,18,1,0,2,0,1
0,467,37308,56,18,19,0,1,1,0,418,35930,19,18,51,2,0,2,0,1
0,429,33891,73,11,12,1,1,1,0,462,32996,12,11,40,1,0,4,0,1
0,457,42301,30,21,15,2,1,4,0,417,32830,15,21,52,0,0,2,0,1
0,411,39500,35,26,17,2,1,3,0,415,34288,17,26,66,0,0,0,0,1
0,361,36458,34,20,21,1,0,3,0,387,35713,21,20,58,1,1,2,0,0
0,436,33043,28,8,12,1,1,2,0,468,33685,12,8,48,2,1,1,0,1
0,461,35041,80,15,12,1,0,2,0,408,31336,12,15,170,1,0,1,0,1
0,339,28560,52,8,23,0,0,0,0,436,39231,23,8,36,2,1,5,0,0
0,366,38934,117,23,23,1,0,5,0,368,38365,23,23,32,1,0,5,0,0
0,456,32478,39,8,11,1,0,2,0,410,31188,11,8,23,1,1,1,0,1
0,403,35011,30,19,14,1,0,1,0,401,34279,14,19,37,1,1,4,0,0
0,500,35910,33,14,17,2,1,2,0,405,35812,17,14,31,1,1,3,0,0
0,474,39348,36,19,16,1,1,3,0,409,32972,16,19,34,1,0,2,0,1
0,439,32286,34,13,19,0,1,2,0,392,35583,19,13,101,2,0,2,0,0
0,466,36625,376,19,24,1,0,1,0,469,41037,24,19,221,1,1,7,0,1
0,416,35251,71,19,26,1,0,2,0,401,37603,26,19,38,1,0,1,0,0
0,401,37695,155,22,7,2,1,2,0,397,29450,7,22,76,0,1,1,0,1
0,352,39813,33,30,14,1,1,4,1,401,32433,14,30,58,1,0,2,0,1
0,547,41392,44,19,16,1,0,4,0,446,35887,16,19,32,1,1,2,0,1
0,387,32680,300,9,18,1,1,2,0,460,35409,18,9,52,1,0,3,0,0
0,416,35012,51,13,14,1,0,2,0,408,32463,14,13,58,0,1,3,0,0
0,406,37486,366,22,14,0,1,3,0,340,30844,14,22,37,2,0,1,0,1
0,441,37572,34,21,15,1,0,2,0,472,36408,15,21,33,2,1,2,0,0
0,471,39554,38,20,14,2,1,5,0,434,35250,14,20,33,0,0,2,0,1
0,470,38525,41,17,8,2,0,2,0,364,27922,8,17,33,0,0,2,0,1
0,422,33382,28,16,16,1,0,2,0,389,34625,16,16,65,2,1,3,0,0
0,419,31660,120,10,15,2,0,0,0,434,33251,15,10,33,0,0,2,0,1
0,430,36173,313,19,11,2,0,3,0,347,28090,11,19,96,0,0,0,0,1
0,414,35666,31,15,19,0,2,2,0,460,36890,19,15,49,2,0,2,0,0
0,421,37572,39,20,20,0,1,2,0,457,37592,20,20,38,2,0,2,0,0
0,442,39213,30,23,12,0,1,3,1,408,32608,12,23,35,2,0,3,0,1
0,421,30078,29,11,20,1,0,0,0,442,39360,20,11,31,0,1,8,2,0
0,468,34097,80,15,11,1,0,0,0,485,32625,11,15,82,1,1,0,0,0
0,417,31176,30,9,14,1,0,0,0,507,35610,14,9,45,1,0,3,0,0
0,458,36827,41,14,17,0,1,3,0,393,34764,17,14,33,3,0,1,0,0
0,419,35448,44,18,11,1,1,2,0,427,32370,11,18,442,1,0,2,0,0
0,384,33585,32,17,14,0,0,0,0,370,32728,14,17,335,2,0,4,0,1
0,475,37487,36,18,13,3,1,3,0,486,34017,13,18,36,0,0,2,0,1
0,416,33614,36,13,16,1,1,2,0,390,33240,16,13,374,1,0,2,0,1
0,424,31153,37,9,16,1,0,0,0,417,34172,16,9,33,1,1,3,0,0
0,461,37223,36,14,15,1,0,2,0,422,33699,15,14,43,2,0,2,0,0
0,439,38948,42,20,24,2,0,1,0,392,37726,24,20,43,1,1,3,0,1
0,399,31015,31,14,23,0,0,0,0,423,37115,23,14,31,2,0,2,0,0
0,456,38418,34,24,12,2,1,4,0,340,30795,12,24,38,0,0,0,0,1
0,438,27991,31,6,11,0,0,0,0,439,33189,11,6,40,1,0,4,0,0
0,446,34547,45,14,11,2,0,1,0,456,34941,11,14,40,0,1,3,0,0
0,421,40364,33,24,9,1,1,4,1,384,32235,9,24,29,1,0,4,0,1
0,423,37739,32,20,13,0,0,2,0,394,31519,13,20,189,2,1,3,0,1
0,391,41885,64,28,20,1,1,6,0,410,37677,20,28,52,1,0,4,0,0
0,390,36036,30,22,14,1,1,3,0,426,32676,14,22,172,2,0,3,0,1
0,431,32013,37,7,19,0,0,0,0,539,39329,19,7,48,2,1,3,0,0
0,420,32229,45,11,21,1,0,0,0,424,38218,21,11,52,2,1,4,0,0
0,384,39690,34,27,9,2,0,2,0,346,29669,9,27,36,0,0,2,0,1
0,487,36049,37,17,21,0,1,2,0,474,37880,21,17,43,2,0,3,0,0
0,420,32710,33,13,24,1,0,1,0,435,38653,24,13,46,1,0,3,0,1
0,411,35858,37,16,19,2,0,4,0,394,36046,19,16,366,0,1,1,0,1
0,441,28527,33,6,13,0,0,0,0,511,38417,13,6,43,2,1,7,1,0
0,388,36458,381,19,20,0,0,2,0,344,34599,20,19,44,1,1,3,0,0
0,504,37656,41,16,8,1,1,6,0,472,32112,8,16,46,1,0,1,0,1
0,396,33387,183,15,15,1,1,0,0,492,35293,15,15,97,1,0,2,0,0
0,458,42868,54,24,20,1,1,5,2,374,35148,20,24,247,1,0,3,0,1
0,452,35819,37,15,16,2,1,3,0,468,36280,16,15,38,1,0,1,0,0
0,414,30473,59,9,14,1,0,0,0,479,34272,14,9,42,0,1,2,0,0
0,419,36171,31,15,34,1,1,1,0,411,43210,34,15,51,1,0,3,0,0
0,403,34926,34,17,21,0,0,2,0,429,40365,21,17,35,2,1,4,0,0
0,459,36564,46,15,15,2,1,2,0,527,36809,15,15,42,0,0,3,0,0
0,511,33422,185,7,18,0,0,2,0,485,35959,18,7,45,2,1,3,0,0
0,427,37676,47,22,16,2,0,1,0,497,37631,16,22,43,0,1,2,0,1
0,404,35161,100,17,21,1,0,3,0,452,37343,21,17,42,1,1,3,0,0
0,398,33441,39,13,23,0,0,2,0,362,36711,23,13,36,1,1,2,0,0
0,436,38967,27,22,14,1,0,2,0,417,32099,14,22,42,1,1,2,0,1
0,458,35608,68,18,20,0,0,2,0,446,36433,20,18,45,2,1,1,0,0
0,389,33576,34,14,18,0,1,2,0,415,35050,18,14,48,2,0,3,0,0
0,397,29786,50,8,19,1,0,0,0,384,34342,19,8,199,1,1,4,0,1
0,386,35330,26,22,22,1,0,1,0,401,38656,22,22,50,1,0,6,0,0
0,334,35379,85,24,20,0,0,2,0,342,34605,20,24,610,2,0,2,0,1
0,469,36242,80,15,13,1,0,2,0,487,34251,13,15,38,1,0,2,0,0
0,458,36880,48,21,8,2,0,3,0,394,30084,8,21,24,0,1,0,0,1
0,500,32943,119,10,10,0,0,1,0,471,31898,10,10,40,1,0,0,0,0
0,452,33644,54,10,14,0,0,2,0,518,38221,14,10,44,2,1,5,0,0
0,359,35977,31,21,27,2,0,1,0,341,36050,27,21,116,0,1,3,0,0
0,457,34568,56,14,22,1,0,0,0,455,38845,22,14,44,1,1,3,0,0
0,384,35379,28,20,24,1,0,0,0,386,37968,24,20,32,1,1,2,0,0
0,479,35931,31,15,13,2,0,3,0,425,34184,13,15,215,1,2,2,0,1
0,403,39663,66,24,24,0,1,4,0,400,36709,24,24,123,1,0,4,0,0
0,379,33099,28,17,19,0,1,0,0,431,35339,19,17,61,3,0,2,0,0
0,374,33069,206,17,16,1,0,0,0,485,36835,16,17,36,1,1,4,0,0
0,312,30901,42,14,31,1,0,0,0,410,43239,31,14,37,0,1,6,1,0
0,400,33561,38,16,12,1,0,2,0,377,31687,12,16,179,1,1,3,0,0
0,414,35055,32,17,23,0,0,0,0,442,40387,23,17,35,2,1,5,0,0
0,406,41198,41,32,13,1,0,3,0,342,31521,13,32,64,1,1,1,0,1
0,444,36801,38,16,12,0,1,3,0,473,35863,12,16,37,2,0,3,0,0
0,445,31229,38,8,18,1,0,1,0,441,35320,18,8,39,1,1,3,0,1
0,517,38496,41,21,17,2,0,3,0,414,37356,17,21,43,1,1,3,0,0
0,431,35981,33,17,12,2,1,2,0,438,34330,12,17,127,1,0,3,0,1
0,437,43769,53,27,14,2,2,5,1,369,33342,14,27,28,0,0,2,0,1
0,445,39742,44,26,15,2,1,3,0,474,36415,15,26,101,1,0,3,0,1
0,393,34685,36,19,20,0,0,0,0,411,35741,20,19,109,2,0,2,0,1
0,421,33231,36,15,20,0,0,0,0,468,38760,20,15,40,2,1,4,0,0
0,433,33039,41,9,20,0,0,1,0,443,38637,20,9,41,2,1,5,0,0
0,426,42216,74,28,19,1,0,3,0,456,35971,19,28,45,1,1,2,0,1
0,407,37172,191,22,19,0,0,0,0,456,38887,19,22,52,3,1,4,0,0
0,470,38879,37,18,13,1,1,2,0,411,31933,13,18,34,1,0,3,0,1
0,379,37977,57,19,17,1,0,3,0,366,34552,17,19,25,2,1,5,0,1
0,441,39923,39,24,17,1,0,3,0,464,39046,17,24,187,1,1,5,0,1
0,491,37688,38,18,15,2,1,2,0,397,33665,15,18,31,0,0,2,0,1
0,443,37348,33,19,10,1,0,2,0,450,31542,10,19,43,1,0,4,0,1
0,475,40150,24,21,16,0,0,4,0,452,34544,16,21,530,3,1,1,0,1
0,424,32317,41,11,22,1,1,1,0,472,39540,22,11,31,2,0,4,0,0
0,405,27533,33,5,15,1,0,1,0,372,31408,15,5,33,1,1,1,0,1
0,436,40008,60,26,13,1,1,3,0,441,33730,13,26,50,2,0,2,0,1
0,432,36792,269,17,23,0,0,2,0,425,40081,23,17,44,2,1,5,0,0
0,355,35185,46,21,25,0,0,1,0,404,39159,25,21,36,2,1,4,0,0
0,381,41205,62,23,24,1,1,5,0,408,39085,24,23,37,1,0,3,1,0
0,435,38442,31,21,16,1,1,1,0,442,35925,16,21,27,1,0,1,0,1
0,392,34383,22,16,15,0,1,2,0,377,32334,15,16,250,2,0,3,0,0
0,475,34795,29,13,12,1,0,1,0,480,37452,12,13,106,1,1,4,0,0
0,442,33845,29,17,23,1,1,1,0,410,39513,23,17,23,1,0,3,0,1
0,382,31485,24,9,21,0,1,1,0,406,36832,21,9,34,2,0,4,0,1
0,431,39442,40,21,11,1,1,5,0,337,30963,11,21,24,1,0,0,0,1
0,443,38758,38,22,6,1,1,4,0,369,28654,6,22,18,1,0,2,0,1
0,378,29890,31,10,22,1,0,1,0,413,37337,22,10,58,1,1,3,0,0
0,342,35302,41,22,17,1,0,1,0,392,38335,17,22,42,1,1,7,0,0
0,418,29720,35,4,9,0,0,0,0,396,30798,9,4,38,2,1,3,0,1
0,426,43727,317,34,13,2,2,4,0,332,30279,13,34,30,0,0,0,0,1
0,427,30035,24,10,18,0,0,0,0,427,37408,18,10,100,2,1,3,0,0
0,264,24067,30,6,36,0,0,0,0,435,44382,36,6,33,2,1,10,2,0
0,499,38391,57,18,9,2,1,4,0,499,35302,9,18,24,1,0,2,0,1
0,401,41323,34,27,20,1,1,2,0,354,35426,20,27,39,1,0,4,0,1
0,502,39708,33,17,13,2,1,4,0,477,31762,13,17,33,0,0,2,0,1
0,419,35684,39,18,20,0,1,1,0,466,37056,20,18,38,2,0,4,0,1
0,392,37337,41,23,9,1,0,1,0,390,28058,9,23,42,1,0,1,0,1
0,444,34956,40,17,16,1,0,2,0,392,33494,16,17,46,0,0,1,0,0
0,483,34988,47,15,9,2,0,0,0,519,34068,9,15,60,0,1,4,0,1
0,452,33968,34,12,11,2,0,1,0,423,30630,11,12,42,1,0,1,0,1
0,469,36033,43,16,28,0,0,1,0,484,42432,28,16,224,2,1,3,0,0
0,443,36512,38,13,13,1,1,3,0,409,31850,13,13,68,1,0,0,0,0
0,420,30484,42,12,17,2,0,0,0,443,36112,17,12,33,0,1,3,0,0
0,431,34221,43,18,24,2,0,1,0,477,40441,24,18,30,0,1,3,0,0
0,482,37622,78,22,19,2,0,2,0,438,33601,19,22,70,0,0,0,0,1
0,424,34092,41,10,28,0,0,1,0,452,39611,28,10,40,2,1,3,0,0
0,492,36360,90,13,8,1,1,3,0,435,30303,8,13,50,1,0,1,0,1
0,505,38713,97,18,9,2,1,3,0,473,32486,9,18,46,1,0,2,0,0
0,453,34225,55,13,19,1,1,0,0,418,37102,19,13,109,1,0,2,0,1
0,460,36831,44,20,17,2,0,0,0,461,37469,17,20,51,0,0,4,0,1
0,443,38708,27,21,21,1,0,3,0,411,35867,21,21,33,1,1,0,0,1
0,375,35166,29,20,24,2,2,0,0,450,38686,24,20,40,0,0,3,0,1
0,416,32969,45,14,23,0,0,0,0,453,40100,23,14,44,2,1,4,0,0
0,361,34395,38,19,21,2,0,1,0,402,36376,21,19,38,0,1,3,0,0
0,435,33639,28,17,14,0,0,0,0,427,36164,14,17,43,2,1,6,0,1
0,426,37631,36,24,27,0,0,1,0,447,40517,27,24,37,2,0,4,0,0
0,408,31376,36,11,11,1,0,0,0,453,34345,11,11,37,1,1,4,0,0
0,440,39087,44,22,14,2,1,3,0,411,32423,14,22,37,0,0,1,0,1
0,436,33516,41,14,19,1,0,0,0,430,36422,19,14,125,2,1,2,0,0
0,441,41953,69,28,12,2,1,4,0,383,33646,12,28,21,0,0,4,0,1
0,411,32482,202,12,22,1,0,2,0,448,36942,22,12,40,1,1,3,0,0
0,442,36673,38,20,10,2,0,1,0,442,33504,10,20,33,1,1,4,0,0
0,442,29427,163,7,18,0,0,0,0,448,38473,18,7,68,2,0,5,0,0
0,462,35206,30,16,15,1,0,0,0,430,34362,15,16,60,1,0,2,0,0
0,409,31593,93,10,17,0,0,1,0,495,36968,17,10,42,2,0,3,0,1
0,444,32842,35,14,10,0,1,2,0,410,30837,10,14,36,3,0,0,0,1
0,433,37944,40,20,12,2,1,3,0,393,31011,12,20,33,0,0,0,0,1
0,485,35056,40,14,22,1,0,1,0,473,38626,22,14,37,2,1,4,0,0
0,364,33409,37,17,13,2,1,2,0,421,32180,13,17,31,0,0,1,0,0
0,403,34678,43,19,18,0,0,2,0,389,35058,18,19,39,2,1,2,0,1
0,416,33705,31,14,33,0,0,0,0,496,47983,33,14,36,2,1,6,0,0
0,515,36638,43,13,14,3,1,3,0,463,35331,14,13,46,0,0,2,0,0
0,452,39377,34,19,24,2,0,3,0,464,39282,24,19,35,0,1,2,0,1
0,404,34062,280,16,14,2,0,1,0,384,33152,14,16,47,0,1,1,0,1
0,484,39193,39,20,19,1,0,0,0,435,35880,19,20,40,2,1,4,0,1
0,434,34120,29,11,17,1,0,2,0,382,33355,17,11,35,1,0,2,0,1
0,493,35366,35,14,18,1,0,0,0,504,36347,18,14,51,1,1,3,0,0
0,401,30818,40,9,24,2,0,1,0,402,36925,24,9,34,1,1,2,0,1
0,404,34138,38,14,35,0,0,3,0,388,41516,35,14,52,2,0,5,0,0
0,448,36887,38,15,10,1,0,3,0,385,31265,10,15,77,1,1,3,0,1
0,486,42617,38,23,19,2,1,6,0,367,36364,19,23,37,0,0,1,0,1
0,428,36604,38,17,24,2,0,2,0,397,39948,24,17,121,0,1,2,0,1
0,398,37616,37,20,27,1,0,1,0,422,39507,27,20,28,1,1,4,0,0
0,412,37757,29,23,19,1,0,2,0,433,36505,19,23,31,1,0,3,0,0
0,469,33791,29,9,13,1,0,2,0,450,34191,13,9,45,2,1,4,0,0
0,367,39103,155,24,24,2,0,2,0,434,38615,24,24,36,1,1,2,0,1
0,390,39262,47,24,20,1,1,1,0,413,37654,20,24,33,0,0,3,0,0
