,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
1972,2300,False,False,False,1045,25,40,34,67622,63560,19,86,206,5,1,2,0,0,0,1022,39,25,62,76002,67025,16,68,165,11,4,4,3,1,1
1973,1478,False,False,True,613,41,21,49,56192,51685,12,48,109,10,1,2,5,1,0,674,21,41,18,46508,44400,10,49,117,5,0,1,1,0,1
1974,3537,False,False,False,1790,73,41,96,125897,104210,26,116,279,7,1,5,3,1,1,1616,41,73,43,117694,109640,29,103,258,11,10,3,3,4,0
1975,1701,False,False,True,776,39,20,64,62821,56475,15,68,160,10,3,4,1,1,0,713,20,39,30,49043,45300,20,47,114,1,0,0,2,0,1
1976,2137,True,False,True,875,44,27,58,69342,65550,26,71,200,9,1,3,0,0,1,844,27,44,26,64179,60793,23,68,169,4,0,2,3,2,0
1977,1451,False,False,False,510,22,40,20,40602,39585,4,38,70,2,0,1,3,0,0,602,40,22,52,56916,51287,10,50,118,11,3,2,3,1,1
1978,1578,False,False,True,727,27,23,31,56584,50708,16,50,132,11,3,0,5,1,1,590,23,27,23,44582,40850,12,42,101,1,0,3,1,0,0
1979,1971,False,False,False,897,33,38,49,65352,62700,19,62,163,7,0,3,0,1,0,964,38,33,77,70656,63250,19,62,161,9,2,2,3,1,1
1980,1359,False,False,True,621,33,15,36,46647,39775,11,40,104,7,1,3,4,0,1,630,15,33,13,38762,41755,4,46,92,2,0,0,2,0,0
1981,2415,False,False,True,1048,35,31,67,76269,68983,23,60,172,9,1,2,6,1,1,857,30,35,55,71047,69683,14,87,199,10,2,3,0,1,0
1982,1882,False,False,False,821,34,35,61,64254,62355,12,55,127,7,1,0,6,1,0,874,35,34,63,63912,58425,18,68,170,8,1,4,0,0,1
1983,1669,False,False,True,953,23,14,38,61553,57050,11,35,95,11,3,4,1,1,1,786,14,23,25,46630,43250,7,44,108,1,0,0,5,0,0
1984,1486,False,False,True,781,32,17,34,55805,49050,22,64,141,11,2,2,5,1,1,707,17,32,17,43883,42060,16,54,109,1,0,1,1,0,0
1985,1765,False,False,True,951,37,21,44,64694,60735,18,56,134,11,3,4,3,1,0,801,21,37,19,53978,51783,15,54,116,4,0,0,3,0,1
1986,1692,False,False,True,839,35,35,57,63376,58317,13,53,118,10,2,1,5,0,1,745,35,35,56,57873,55198,12,63,135,4,0,3,1,1,0
1987,1906,False,False,False,802,24,41,35,56717,54893,7,70,135,3,0,0,5,0,0,904,41,25,50,68384,61750,21,64,172,11,3,3,1,1,1
1988,1807,False,False,True,872,23,25,48,59613,49975,17,67,158,7,1,2,4,1,0,871,25,23,29,56709,52900,22,59,169,8,0,2,2,0,1
1989,1590,False,False,False,701,7,22,11,40640,38250,6,55,104,2,0,0,0,0,0,732,22,7,43,51511,44895,15,49,127,8,1,4,6,1,1
1990,1391,True,False,True,763,29,16,21,47929,42283,10,42,102,5,0,2,6,0,1,703,16,29,22,40481,38125,10,51,110,2,0,1,0,0,0
1991,1619,False,False,False,721,37,47,38,56230,52525,17,38,109,2,0,2,0,0,0,734,47,38,40,62531,56258,10,64,145,10,3,2,6,1,1
1992,1108,True,False,True,629,21,10,20,41729,37660,7,36,81,5,0,1,3,0,1,528,10,21,12,30556,27700,6,29,59,0,0,1,3,0,0
1993,2055,True,False,False,823,42,59,54,71494,66408,14,64,163,3,0,2,3,1,0,824,59,42,61,76225,69500,11,55,148,11,3,3,3,1,0
1994,1348,False,False,False,627,10,27,13,36277,33433,11,39,81,1,0,1,0,0,0,702,27,10,42,50986,43775,8,53,119,10,2,2,6,1,1
1995,1112,True,False,False,445,13,30,18,30728,27308,1,25,53,0,0,0,6,0,0,628,30,13,34,44544,37000,4,23,54,6,0,3,0,0,1
1996,1706,False,False,False,799,24,39,36,53446,50845,17,54,127,2,0,0,3,0,0,860,39,24,56,64428,55750,15,68,170,10,2,4,3,1,1
1997,2816,False,False,False,1165,40,48,70,87619,84075,44,91,287,8,2,5,3,2,1,1201,47,40,83,94396,78510,21,112,230,9,1,2,3,1,0
1998,1817,False,False,True,934,30,21,51,65640,60125,16,77,171,11,3,2,3,2,1,955,21,30,30,58389,55437,17,52,127,4,0,1,1,0,0
1999,1833,False,False,True,693,40,34,53,60759,55083,10,48,122,9,2,3,3,0,1,753,34,40,38,61310,55550,4,64,113,6,0,0,3,1,0
2000,1470,True,False,False,608,15,33,14,41904,38200,13,49,103,3,0,0,5,0,0,828,33,15,30,51896,47125,17,60,147,6,0,3,1,1,1
2001,1968,False,False,True,914,31,24,44,66169,55100,19,89,192,11,4,4,3,1,1,947,24,31,32,57987,56593,23,59,141,2,0,1,0,0,0
2002,1795,False,False,True,859,30,34,39,62910,58275,8,52,127,11,3,3,3,1,0,732,34,30,35,55769,54008,16,45,128,3,0,2,3,0,1
2003,123,False,True,True,10,1,0,0,3278,2500,0,3,1,0,0,0,0,0,0,6,0,1,0,2776,2000,0,2,1,0,0,0,0,0,0
2004,1351,False,False,True,765,23,11,35,51639,40750,11,45,97,10,1,3,6,1,0,588,11,23,20,37164,34550,13,52,115,0,0,0,0,0,1
2005,1864,False,False,False,776,26,36,26,54741,50700,18,68,164,5,0,0,3,0,1,794,36,27,54,65480,52850,18,63,200,11,3,3,0,1,0
2006,1979,False,False,False,809,29,37,53,56932,56980,20,73,167,2,0,0,2,0,1,907,37,30,46,67120,59288,21,75,189,9,1,3,0,1,0
2007,1755,False,False,True,746,32,25,44,58039,53425,6,44,118,11,4,4,4,1,1,635,24,32,44,49382,46290,8,34,72,1,0,0,2,0,0
2008,1208,True,False,True,693,21,9,22,45162,37975,12,43,97,9,1,3,3,0,1,574,9,21,10,32987,29825,8,39,89,1,0,0,3,0,0
2009,1516,False,False,True,807,22,17,21,54482,45828,15,53,137,9,2,3,3,1,1,687,17,22,19,43413,39175,11,46,99,2,0,0,3,0,0
2010,2358,False,False,False,1026,54,40,80,80410,74933,20,103,243,5,0,3,2,0,1,1074,40,54,46,82357,72683,28,61,151,11,5,3,4,2,0
2011,1580,False,False,True,809,38,24,40,62454,56025,13,31,86,11,3,1,3,1,0,760,24,38,41,51329,50712,4,47,114,2,0,2,3,0,1
2012,2084,False,False,True,919,45,35,68,74286,66225,18,70,177,9,1,3,0,2,1,888,35,45,36,66832,65335,22,60,165,11,2,2,5,0,0
2013,1499,False,False,True,804,42,17,44,60471,55108,8,41,100,10,2,3,0,1,1,622,16,42,19,41435,38800,12,45,105,1,0,0,6,0,0
2014,1885,False,False,False,816,21,40,16,55887,53625,16,72,151,3,0,0,6,0,0,936,40,21,66,68850,60650,19,55,126,11,2,4,0,1,1
2015,1650,False,False,False,643,20,34,20,45207,44533,5,45,89,1,0,0,4,0,0,903,34,20,35,60803,53875,10,50,116,10,2,4,2,1,1
2016,1660,False,False,False,768,21,34,21,47862,44675,15,54,140,1,0,0,3,0,0,841,34,21,51,59714,51033,15,57,137,9,2,3,3,1,0
2017,1741,False,False,False,815,15,36,24,48292,47283,20,65,127,0,0,0,2,0,0,909,36,16,63,66323,57600,25,60,144,11,2,4,4,2,1
2018,1448,False,False,False,618,24,40,30,43041,39150,9,31,90,0,0,1,3,0,0,743,40,24,44,55567,50325,10,53,134,10,1,2,3,0,1
2019,1689,False,False,True,688,40,32,69,59236,50925,15,43,123,9,1,4,1,1,0,637,32,41,49,53209,49858,10,56,124,4,0,0,3,0,1
2020,1622,False,False,False,595,26,34,27,45837,43640,6,56,116,3,0,1,0,0,0,764,34,26,28,54795,46563,16,38,107,9,1,3,6,0,0
2021,1701,False,False,False,793,15,38,24,48741,55250,14,56,133,3,0,0,6,0,1,864,38,15,56,63730,55550,16,64,156,11,3,4,0,1,0
2022,105,False,True,True,4,0,0,0,2591,2500,0,2,2,0,0,0,0,0,0,0,0,0,0,2510,1950,0,0,0,0,0,0,0,0,0
2023,1312,False,False,False,505,17,40,22,36746,33050,4,31,72,0,0,0,3,0,0,629,40,17,31,52551,45975,10,36,97,10,2,3,3,1,1
2024,1565,False,False,True,798,35,26,68,58810,50325,22,50,156,9,1,3,6,1,0,698,26,35,39,49358,47675,19,51,131,3,0,0,0,0,1
2025,1415,False,False,True,688,26,9,32,50030,44130,9,54,128,9,1,4,0,1,1,665,8,26,9,35301,32833,13,35,93,0,0,0,6,0,0
2026,1530,False,False,False,588,26,46,29,46999,44225,3,38,83,2,0,0,0,0,0,709,44,26,44,58661,54433,2,40,84,11,3,3,6,0,1
2027,926,True,False,True,483,25,5,30,33548,29300,9,30,75,3,0,2,3,0,0,436,5,25,5,24318,21500,5,36,68,0,0,0,3,0,0
2028,1545,True,False,False,592,25,47,41,49639,47450,11,58,123,3,0,0,4,0,1,703,47,25,65,62160,54100,14,47,128,7,1,4,2,1,0
2029,1618,False,False,False,722,24,34,36,51140,47283,10,50,108,3,0,0,1,0,0,831,33,25,39,58483,53655,8,46,111,9,1,4,5,0,1
2030,1896,False,False,False,923,31,41,39,62073,60871,25,61,160,5,0,1,4,0,0,998,41,31,45,71091,64150,18,73,173,9,1,3,2,1,0
2031,1477,True,False,False,514,26,45,27,43763,39985,6,59,94,1,0,0,3,0,0,729,45,26,43,60801,54033,12,47,122,9,3,4,3,1,1
2032,1382,False,False,True,782,35,10,30,55133,49025,16,46,123,11,3,3,6,1,1,644,10,35,12,38275,34325,15,38,85,1,0,0,0,0,0
2033,1718,True,False,True,788,46,30,71,66319,58875,15,76,176,8,1,3,3,1,1,729,30,46,34,55096,51538,22,70,165,2,0,1,3,0,0
2034,1961,False,False,False,857,18,42,17,56492,56230,10,65,147,5,0,0,0,0,0,928,42,18,56,70234,63800,13,45,130,10,2,4,3,2,1
2035,2007,False,False,True,1002,35,21,58,68294,61050,25,60,177,8,2,4,0,1,0,1006,21,35,27,61644,60103,21,73,170,4,0,1,5,0,1
2036,1908,False,False,True,837,42,26,53,68734,62930,10,57,133,11,3,2,6,2,1,925,26,42,40,60277,56285,12,57,118,2,0,2,0,0,0
2037,1890,False,False,False,977,18,29,30,58806,57100,20,66,156,6,0,1,3,1,1,986,29,18,43,62653,58975,16,64,147,8,1,4,3,0,0
2038,1852,False,False,False,857,20,32,21,54246,51275,13,57,137,3,0,1,0,0,0,856,32,20,41,64077,60000,12,65,158,9,1,3,6,2,1
2039,2021,False,False,False,906,34,34,55,66791,63565,20,66,189,5,0,2,3,0,0,974,34,34,51,71621,63658,20,79,207,10,2,3,3,2,1
2040,2453,False,False,True,1165,41,46,44,84782,73633,23,88,189,11,3,5,1,1,1,1031,46,41,54,76063,76710,22,67,151,8,2,1,5,0,0
2041,1880,False,False,True,992,52,28,60,76337,68530,17,54,127,11,3,4,3,1,1,813,28,53,37,59710,56455,21,61,161,4,0,1,3,0,0
2042,1372,False,False,True,701,24,9,26,50180,43208,13,43,117,11,4,2,2,1,1,588,9,24,14,34729,33875,12,44,95,0,0,1,1,0,0
2043,1797,True,False,False,821,20,50,33,57051,53058,9,46,112,3,0,1,3,1,0,872,50,20,62,67037,57558,7,42,99,9,3,3,3,0,1
2044,1642,False,False,True,836,50,25,85,67181,59983,19,51,147,10,2,3,5,1,1,701,25,50,29,51091,48700,15,48,124,2,0,1,1,0,0
2045,1711,False,False,True,770,40,25,56,61332,55746,18,50,137,9,1,2,5,1,0,823,25,40,25,54930,53283,24,49,140,5,0,1,0,0,1
2046,994,True,False,True,548,18,4,19,36008,26350,3,25,55,5,1,0,5,0,1,439,4,18,4,24843,20400,6,23,49,0,0,1,0,0,0
2047,1757,False,False,True,913,27,23,40,63036,57910,18,52,145,11,3,4,6,2,1,885,23,27,40,54325,49425,6,69,132,1,0,0,0,0,0
2048,1760,False,False,True,731,39,36,53,62189,57495,9,55,116,9,1,2,6,1,0,697,36,39,51,56410,53141,12,45,115,4,0,2,0,1,1
2049,1467,False,False,True,729,21,13,40,49132,44008,18,61,133,9,2,2,2,1,1,686,13,21,23,40401,37825,18,62,143,2,0,2,4,0,0
2050,1713,False,False,True,839,33,22,39,61398,51350,13,58,145,11,3,0,1,1,0,760,22,33,25,48303,47000,11,51,128,2,0,4,2,0,1
2051,1822,False,False,True,854,35,24,33,66831,64860,15,55,153,11,6,4,3,2,1,750,24,35,33,52939,50200,8,55,101,0,0,1,0,0,0
2052,1870,False,False,False,842,23,38,15,56392,52725,16,61,158,4,0,1,6,1,0,835,37,23,51,64375,56625,13,73,172,11,4,3,0,1,0
2053,1299,True,False,False,511,21,38,22,39746,36850,7,45,91,2,0,0,3,0,0,594,38,21,46,51080,44148,11,50,112,6,0,2,0,1,1
2054,1407,False,False,True,700,34,18,29,54540,41650,8,48,97,11,3,3,0,1,1,568,18,34,19,41158,39225,8,50,106,1,0,0,5,0,0
2055,912,True,False,True,529,26,12,26,35289,30283,5,26,57,2,0,2,3,0,1,439,12,26,10,28106,24437,2,27,45,1,0,0,0,0,0
2056,1217,False,False,True,558,32,17,42,47141,41825,8,42,89,9,1,2,6,0,1,539,17,33,29,37503,35908,8,28,68,1,0,0,0,0,0
2057,2254,False,False,False,1163,30,33,44,73312,68485,27,71,175,4,0,3,3,1,0,1060,33,30,54,74199,69033,24,83,197,11,3,2,1,1,1
2058,1413,False,False,True,667,37,17,48,55539,47555,11,39,107,10,2,1,6,1,1,631,17,37,20,40449,38562,5,42,83,1,0,2,0,0,0
2059,2438,False,False,True,1126,49,37,57,82247,73375,23,58,183,11,5,4,3,1,1,1065,36,49,52,72529,66533,14,85,187,1,0,1,0,0,0
2060,1804,False,False,False,777,26,39,38,54087,51950,18,44,109,2,0,1,2,0,1,917,39,26,41,66670,58725,16,64,175,10,2,3,4,1,0
2061,818,False,False,False,301,5,22,7,20340,18483,1,18,22,0,0,0,0,0,0,423,22,5,26,35061,29383,5,23,58,10,2,1,6,0,0
2062,2033,False,False,False,777,47,51,47,67194,63883,11,63,156,5,0,2,5,0,1,828,51,47,70,77375,72755,15,71,146,11,4,3,1,2,0
2063,105,False,True,False,3,0,1,0,2561,2500,0,1,0,0,0,0,0,0,0,4,1,0,3,3074,2850,0,1,0,0,0,0,0,0,0
2064,2375,False,False,False,924,53,52,101,83099,83085,24,79,201,5,0,0,0,3,0,1010,52,53,66,85792,78475,17,79,210,10,4,6,6,0,1
2065,2189,False,False,False,954,32,50,37,71904,66618,31,84,222,11,6,5,0,0,1,1136,50,32,82,84574,73483,24,81,176,8,1,1,6,2,0
2066,1326,False,False,True,756,27,19,37,49839,41600,7,38,88,10,2,3,3,0,0,592,19,27,20,40068,37300,6,40,105,3,0,0,3,0,1
2067,2625,False,False,True,1302,43,38,72,89014,80475,20,109,208,7,1,5,3,0,1,1263,37,44,75,90672,89995,43,86,279,10,4,2,3,3,0
2068,1475,False,False,False,550,26,39,29,46730,44158,10,50,113,4,0,1,0,0,1,589,39,26,59,53143,46915,14,49,115,9,2,2,6,0,0
2069,1723,False,False,False,815,20,30,34,51111,49585,20,61,133,2,0,2,0,0,0,937,30,20,45,62380,56475,31,56,170,11,3,2,3,1,1
2070,1593,False,False,False,638,16,33,24,43195,40766,16,43,103,1,0,0,0,0,0,802,33,16,51,56719,50200,17,42,131,11,3,3,3,0,1
2071,928,True,False,False,334,4,22,3,21099,19800,5,28,51,0,0,0,3,0,0,557,22,4,12,35577,32225,5,24,58,4,0,2,2,0,1
2072,2040,False,False,True,894,36,28,65,71169,65113,22,60,148,9,2,1,0,2,0,1028,28,36,40,66105,61675,23,70,200,7,0,4,6,0,1
2073,1742,False,False,False,685,17,33,16,46046,43125,9,53,117,2,0,0,0,0,0,737,33,17,55,58271,47112,16,54,130,9,2,4,3,1,0
2074,1593,True,False,False,778,19,44,22,48252,47670,9,52,106,1,0,1,6,0,0,949,44,19,40,64743,56458,18,51,145,11,3,3,0,1,1
2075,1422,True,False,True,653,31,20,43,48842,42388,9,44,109,4,0,4,3,0,1,618,20,31,23,43491,41868,11,44,106,3,0,0,0,0,0
2076,1703,False,False,False,703,12,33,20,44885,41795,13,50,120,2,0,2,0,0,1,854,33,12,36,59900,55175,12,63,146,10,2,2,6,1,0
2077,2443,True,False,True,1119,45,44,69,86544,77838,26,104,245,8,2,4,4,3,1,1110,44,45,65,81065,79110,33,73,213,6,1,2,2,0,0
2078,1922,False,False,False,713,41,56,51,61481,56825,18,48,100,1,0,1,3,0,0,920,56,41,47,77193,72265,19,60,176,11,4,4,3,1,1
2079,1965,True,False,True,963,28,26,47,67754,61816,36,71,163,11,3,3,3,2,0,942,26,28,26,59715,58025,36,89,220,3,0,1,3,0,1
2080,2323,False,False,False,889,46,44,49,76997,76775,21,70,172,7,1,1,0,2,0,966,43,46,61,75086,69220,17,55,154,10,2,4,6,0,0
2081,1352,False,False,True,719,26,18,42,53923,49340,17,61,132,10,1,3,3,1,1,657,18,26,28,41416,39938,19,40,97,1,0,0,3,0,0
2082,2673,False,False,True,1198,42,51,56,88210,83100,23,89,214,9,3,3,2,2,0,1241,51,42,86,95282,85975,27,92,242,7,2,4,4,2,0
2084,1658,True,False,False,758,18,43,20,51407,49438,12,39,96,4,0,0,6,0,1,872,43,18,59,65859,53450,12,63,146,11,3,4,0,1,0
2085,1442,True,False,False,701,16,30,23,42783,40800,12,37,85,2,0,0,6,0,0,783,30,16,41,53923,44605,9,39,95,10,2,4,0,1,1
2086,1959,False,False,False,888,26,35,30,59748,57058,16,56,144,5,0,3,0,0,0,878,35,26,59,66137,57235,16,68,168,8,1,1,6,1,1
2087,1642,False,False,False,712,13,39,17,46372,44825,14,52,112,2,0,0,0,0,0,862,39,13,35,62004,57700,10,45,124,11,3,4,3,1,0
2088,1840,True,False,False,851,31,27,29,56689,55600,19,66,169,4,0,3,0,0,1,993,27,31,23,66071,60758,21,70,178,9,2,1,4,1,0
2089,1675,False,False,False,675,30,45,48,52576,50362,9,63,131,3,0,1,6,0,0,708,45,30,87,61562,54475,13,52,141,8,1,3,0,0,0
2090,1476,False,False,False,631,17,31,24,43219,40930,9,41,85,2,0,1,2,0,0,621,31,17,39,53178,48840,14,45,117,10,2,3,4,1,1
2091,1581,True,False,True,750,26,9,26,52624,50025,8,52,120,8,0,3,6,1,1,785,9,26,13,40835,37433,10,44,95,0,0,1,0,0,0
2092,1803,False,False,False,756,17,43,21,48378,45175,12,68,131,1,0,0,4,0,0,860,43,17,59,66931,59930,19,54,143,10,2,4,0,1,0
2093,1630,False,False,False,852,18,36,25,51459,51330,19,46,128,3,0,1,0,0,1,887,36,18,56,59741,58075,8,50,120,9,2,3,6,0,0
2094,1443,False,False,False,638,16,29,21,40075,38275,11,45,101,1,0,0,3,0,1,760,29,16,49,53772,46925,20,44,118,11,3,3,3,0,0
2095,585,True,False,False,229,1,14,0,12697,9725,1,12,23,0,0,0,0,0,0,302,14,1,10,20647,17250,2,14,25,0,0,1,0,0,0
2096,1485,True,False,True,722,20,18,26,51975,42343,18,45,120,9,2,2,3,1,1,703,18,20,21,45741,46250,13,53,117,3,0,1,3,0,0
2097,1534,False,False,True,791,28,15,33,55535,50225,12,41,106,11,3,3,4,1,1,750,15,28,15,46134,41175,10,48,97,2,0,1,2,0,0
2098,2151,False,False,False,971,24,32,45,63119,60810,19,80,189,3,0,1,4,0,0,927,32,24,51,70753,66635,6,70,147,11,5,4,2,2,0
2099,1849,False,False,False,869,18,54,23,58238,56075,11,41,99,5,0,2,6,0,0,932,54,18,66,70487,63275,18,56,164,11,2,2,0,2,1
2100,984,True,False,True,490,21,8,18,34764,29350,4,32,57,3,0,0,1,0,0,408,8,21,9,26372,23650,7,30,62,0,0,2,5,0,0
2101,2118,False,False,True,863,52,35,55,74618,63150,10,80,163,11,3,2,0,1,1,932,35,52,27,65951,62400,11,61,140,6,1,3,3,0,0
2102,1484,False,False,True,718,30,19,35,53834,47805,15,38,114,9,1,0,4,1,0,717,19,30,24,45919,45715,10,38,81,3,0,3,2,0,1
2103,1470,True,False,True,753,35,13,45,53851,47800,6,44,106,6,0,2,6,1,1,619,13,36,14,39556,36458,7,44,87,0,0,1,0,0,0
2104,2075,False,False,True,953,38,43,64,72998,67308,24,67,176,10,2,3,1,0,0,887,43,38,64,71183,68625,13,91,201,6,0,2,5,1,1
2105,1951,False,False,True,897,47,24,81,70989,61105,29,68,179,7,1,2,6,1,0,930,24,47,26,61006,58750,15,69,161,5,0,2,0,0,1
2106,1538,False,False,True,762,36,24,22,57456,49750,17,64,153,9,1,3,6,1,1,646,24,36,21,46634,44950,11,38,79,2,0,0,0,0,0
2107,1728,False,False,False,750,15,31,15,46697,43925,9,37,95,1,0,1,2,0,0,773,31,16,34,59620,54050,9,56,141,11,4,3,1,2,1
2108,1775,False,False,False,836,26,40,24,54386,51750,20,56,147,3,0,1,0,0,0,810,40,26,41,66117,59600,10,54,113,10,1,3,3,1,1
2109,1988,False,False,False,925,40,40,51,69120,67885,14,67,142,7,1,2,3,0,1,895,40,40,59,73228,65475,23,96,193,7,1,3,3,2,0
2110,2310,False,False,True,955,54,44,65,79208,69783,13,78,175,9,2,3,3,1,0,913,44,54,48,76267,70925,20,90,204,7,0,3,3,1,1
2111,1152,False,False,True,460,32,21,58,43432,35493,9,37,90,7,1,3,4,0,1,450,21,32,29,36365,32300,9,31,71,2,0,0,2,0,0
2113,2136,True,False,False,1057,31,28,28,66991,64113,22,68,186,8,1,2,3,0,0,950,28,31,48,66758,60400,18,83,184,6,1,4,0,1,0
2114,1656,False,False,False,595,31,41,36,51189,48483,16,49,112,2,0,0,3,1,0,787,41,31,61,62227,52910,10,63,146,11,3,3,0,0,1
2116,1847,False,False,True,968,39,18,47,69311,61375,19,66,184,11,1,4,6,1,0,801,18,39,24,51061,49233,17,65,138,1,0,0,0,0,1
2117,1734,False,False,False,863,27,36,33,58246,53875,18,59,131,6,1,1,1,0,0,765,36,27,58,58596,50230,23,68,166,7,1,3,2,1,1
2118,1461,False,False,False,654,17,28,28,43942,41343,16,38,99,2,0,0,1,0,0,772,27,17,24,52722,45350,7,51,132,10,1,3,5,1,1
2120,1710,False,False,False,754,21,35,30,49830,46875,13,55,122,3,0,2,0,0,0,698,35,21,67,57815,51710,17,59,144,9,2,2,6,1,1
2121,1985,False,False,False,808,33,43,38,62949,59783,19,69,167,4,0,2,0,0,0,908,43,33,65,71264,63225,17,77,170,9,1,3,3,1,1
2122,2061,False,False,True,942,50,43,91,80499,71705,20,87,206,10,3,4,6,2,1,983,42,50,59,71978,70450,26,82,191,5,0,1,0,0,0
2123,1421,False,False,False,668,10,29,13,37464,35783,14,41,87,0,0,0,4,0,0,783,29,10,24,54651,50625,16,56,145,11,3,3,2,1,1
2124,2089,False,False,False,964,29,34,34,68758,65235,19,72,192,10,2,0,6,2,1,1100,34,29,59,73331,65010,26,77,196,10,2,4,0,0,0
2125,2204,False,False,True,987,43,46,53,77553,70103,16,105,211,8,1,4,1,1,1,1018,46,43,56,75520,73910,38,46,187,6,0,1,5,0,0
2126,2499,True,False,False,1144,52,52,73,86442,82670,32,62,191,4,0,2,1,0,0,1113,52,52,71,89087,86163,14,112,246,10,2,4,5,2,1
2127,1986,True,False,False,815,41,42,69,67393,63775,17,74,163,3,0,1,0,0,0,881,41,42,64,73448,63685,17,58,152,11,3,4,6,2,1
2128,1778,False,False,True,763,40,26,71,66059,58525,21,58,155,10,2,2,5,1,0,808,26,40,35,56574,54300,10,68,128,5,0,2,1,0,1
2129,1484,False,False,True,746,23,16,32,53474,50400,13,50,125,11,3,4,3,1,1,702,16,23,23,42275,39660,6,53,98,2,0,0,3,0,0
2130,2019,True,False,False,931,31,43,39,62709,61125,14,51,119,4,0,3,0,0,1,970,43,31,55,74483,69820,8,75,188,11,4,2,3,2,0
2131,1614,False,False,False,653,17,43,11,42365,39050,7,52,99,1,0,0,3,0,0,703,43,17,48,56520,48555,9,42,116,10,2,3,3,0,0
2132,1930,False,False,False,790,31,41,41,58236,56270,16,62,155,3,0,1,2,1,0,759,41,31,61,64455,56245,12,64,152,8,1,4,4,1,1
2133,2195,False,False,False,1044,35,37,41,69441,66500,32,89,248,6,0,0,0,0,0,959,37,35,58,76398,65533,42,84,224,9,1,5,3,2,0
2134,1676,False,False,False,728,31,34,38,54116,51033,8,47,108,2,0,0,0,0,1,871,34,31,26,58310,53350,9,39,109,10,1,4,6,0,0
2135,2220,False,False,False,875,41,56,51,71418,66850,21,59,154,7,2,1,3,0,0,1061,56,41,75,84643,79900,13,72,191,10,2,4,3,2,0
2136,1095,True,False,True,537,23,10,41,38840,31887,4,30,59,5,0,0,0,0,1,495,10,23,19,30987,28758,8,27,69,1,0,2,3,0,0
2137,1708,False,False,False,736,18,39,22,47891,46400,8,63,123,0,0,2,3,0,0,877,39,18,50,63648,58050,15,52,127,11,3,2,0,1,1
2138,105,False,True,True,0,0,0,0,2513,2500,0,1,0,0,0,0,0,0,0,1,0,0,0,2515,1950,1,0,1,0,0,0,0,0,0
2139,1460,True,False,True,756,35,18,35,50986,45858,18,36,105,6,0,4,2,0,1,659,18,35,22,43921,41997,13,39,88,3,0,0,1,0,0
2140,1765,True,False,False,669,26,47,33,54070,50425,15,72,156,4,0,0,6,0,1,816,47,26,55,64471,59608,20,54,143,9,1,4,0,1,0
2141,1633,True,False,False,683,26,41,35,50093,47575,4,49,97,1,0,1,5,0,0,733,41,26,52,63257,56800,11,47,117,11,2,2,1,1,1
2142,2286,False,False,False,1040,30,43,31,71053,69433,9,74,158,7,0,2,0,1,0,1019,43,30,40,77287,70100,18,68,172,11,4,3,6,1,1
2143,1718,False,False,True,794,42,26,53,64559,60500,10,62,140,11,3,2,4,1,1,756,26,42,34,55629,52660,13,54,116,3,0,2,2,0,0
2144,2764,False,False,True,1247,37,47,52,89259,83400,15,102,250,9,1,4,5,2,1,1178,47,37,78,87640,87405,21,91,240,5,1,3,1,1,0
2145,936,True,False,True,495,16,8,9,30542,25175,2,23,40,2,0,2,2,0,1,440,8,16,3,24079,20100,4,17,39,0,0,0,1,0,0
2146,2108,False,False,True,963,53,23,72,76108,69745,19,81,192,11,4,4,0,2,0,977,22,53,28,65739,61945,28,73,184,3,0,0,2,0,0
2147,1166,False,False,False,561,4,24,2,28393,32430,2,33,56,0,0,0,2,0,0,666,24,4,28,43591,31925,10,25,68,8,1,2,4,0,1
2148,2233,False,False,False,960,27,27,27,63485,60700,13,80,156,3,0,3,3,0,0,1041,26,27,32,70186,61675,19,83,207,11,3,2,0,2,1
2149,1689,False,False,False,872,30,24,28,53696,51487,15,67,142,2,0,1,3,1,0,871,24,30,29,58245,53720,27,57,165,10,2,2,0,0,1
2150,579,True,False,True,225,15,7,16,19466,16725,3,14,22,0,0,1,2,0,0,251,7,15,3,16122,12150,2,14,21,0,0,0,1,0,0
2151,1508,False,False,True,807,38,7,40,57823,50525,14,41,120,11,3,2,5,1,1,630,7,38,8,37234,35530,6,37,71,0,0,0,1,0,0
2152,1744,False,False,False,735,13,42,7,46231,51138,12,50,131,3,0,1,6,0,1,842,42,13,66,63068,52050,17,44,128,11,3,3,0,1,0
2153,2150,False,False,True,987,44,31,60,76404,68591,12,64,144,10,2,4,2,2,0,990,31,44,40,66202,62600,15,53,137,3,0,1,2,0,1
