,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
5024,1448,False,False,False,643,16,23,24,41504,39065,25,43,104,1,0,1,2,0,0,749,23,16,45,51861,45800,15,70,152,9,1,2,4,1,1
5025,1592,False,False,False,761,12,39,22,45259,43213,14,64,116,2,0,2,0,0,0,847,39,12,62,62295,56600,20,53,158,10,2,2,6,1,1
5026,1576,True,False,False,739,25,37,28,50771,48750,15,53,109,4,0,0,2,0,0,764,37,25,57,60833,53225,14,58,135,9,1,4,1,1,1
5027,1320,False,False,True,756,20,6,20,47111,36750,18,40,117,10,2,1,6,0,1,674,6,20,10,34833,32000,11,54,116,1,0,2,0,0,0
5028,1814,False,False,True,975,38,18,66,66774,56312,23,62,173,11,3,4,4,1,1,874,18,38,28,55883,50975,23,62,146,3,0,0,0,0,0
5029,1749,False,False,True,821,42,37,76,69082,61750,36,75,174,10,2,2,0,2,0,754,37,42,64,61764,58080,32,97,232,5,0,3,1,0,1
5030,1315,False,False,False,644,11,31,14,37085,35750,11,52,92,2,0,0,0,0,0,656,31,11,59,52614,46350,14,57,131,10,1,3,6,1,1
5031,1731,False,False,True,854,39,34,48,63154,58685,39,73,170,9,2,1,3,1,0,788,33,40,48,55085,52283,36,75,192,4,0,3,2,0,0
5032,1777,False,False,False,864,35,47,54,65305,61770,18,73,178,6,0,2,4,1,1,871,47,35,77,71135,60350,27,70,158,10,1,3,2,1,0
5033,1634,False,False,False,713,27,38,44,52227,49700,28,54,140,3,0,3,2,0,1,763,38,27,68,63229,56447,26,83,204,8,1,1,1,1,0
5034,1482,True,False,True,784,33,12,45,56043,52000,31,67,185,10,2,3,0,1,1,687,12,33,18,42794,39360,23,61,131,2,0,0,4,0,0
5035,1852,False,False,False,785,28,30,60,56693,53675,36,91,207,3,0,2,0,1,1,947,30,28,52,62964,56825,36,84,210,8,1,2,3,0,0
5036,1354,False,False,False,729,19,24,23,42892,40225,11,45,109,3,0,3,0,0,0,727,24,19,37,49494,40700,10,51,102,8,2,0,3,1,1
5037,1222,True,False,True,744,16,8,12,44112,42350,7,48,109,7,1,1,6,0,1,638,7,16,7,33752,30850,15,33,91,0,0,2,0,0,0
5038,1641,False,False,True,826,43,27,70,65235,59250,24,80,202,9,2,3,2,1,1,762,27,43,37,52225,49585,24,60,163,3,0,1,4,0,0
5039,1328,False,False,False,547,16,51,25,38414,36366,11,39,86,0,0,0,1,0,0,641,50,16,53,55141,49650,9,50,106,9,1,3,2,0,0
5040,2255,False,False,True,1101,34,47,53,80277,73215,35,87,240,11,5,2,6,1,1,1186,47,34,64,83904,82703,32,100,255,8,1,3,0,1,0
5041,1644,False,False,False,733,29,31,43,53099,50860,14,81,170,4,0,1,0,0,0,813,31,29,74,60927,55155,30,58,176,9,1,2,6,1,1
5042,1463,True,False,True,929,26,13,46,56496,49708,34,58,153,10,2,2,3,0,1,759,13,26,16,42504,39908,26,79,176,1,0,1,3,1,0
5043,1183,True,False,True,623,16,12,42,38431,34250,8,47,87,3,0,1,1,0,1,578,12,16,24,33124,32525,16,30,85,2,0,1,3,0,0
5044,1904,False,False,True,849,48,45,86,69243,61750,27,113,234,6,1,3,3,0,0,898,45,48,58,71567,69005,36,64,197,7,0,2,3,2,1
5045,1433,False,False,False,668,17,37,18,44996,42866,12,48,98,6,0,1,0,0,0,649,37,17,61,55882,48300,15,59,139,10,2,2,6,1,1
5046,1428,False,False,True,753,22,13,33,51170,44550,25,66,150,8,1,1,4,1,1,698,13,22,12,41758,37500,20,49,124,3,0,2,0,0,0
5047,1529,False,False,False,719,25,32,39,46706,43575,14,55,129,2,0,0,3,0,0,800,32,25,56,57937,51008,15,53,129,8,1,3,3,1,0
5048,2045,True,False,True,1037,29,29,54,70666,65175,36,91,257,9,2,2,0,2,1,983,29,29,44,63408,59075,31,81,184,6,0,3,6,0,0
5049,1955,False,False,True,939,38,20,60,69286,64775,40,75,211,10,2,3,3,2,1,950,20,38,26,60715,58705,16,89,187,5,0,1,1,0,0
5050,104,False,True,False,0,0,0,0,2500,1950,0,1,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,1,0,0,0,0,0,0,0
5051,1332,True,False,False,611,14,45,17,41049,39605,11,49,96,2,0,0,1,0,0,662,45,14,75,53346,48608,16,37,113,6,0,3,2,1,1
5052,1176,True,False,False,562,12,30,16,34591,33025,7,32,81,1,0,0,0,0,0,597,30,12,35,45523,40475,6,39,95,8,1,2,6,0,1
5053,914,True,False,False,365,6,20,5,22656,19900,7,30,59,0,0,0,4,0,0,514,20,6,23,34358,27108,7,30,67,4,0,1,2,0,1
5054,1617,False,False,True,829,35,24,61,61731,54033,11,48,117,11,2,3,2,1,0,818,24,35,31,54612,50850,12,47,113,4,0,1,4,0,1
5055,1449,False,False,True,655,33,30,57,53817,50900,12,47,117,8,1,0,2,0,1,648,30,33,57,50359,47875,7,51,101,2,0,3,4,1,0
5056,1684,False,False,True,930,33,21,41,62689,55018,41,85,221,9,1,2,0,1,1,826,21,33,29,56979,55693,19,94,180,4,0,1,6,1,0
5057,1795,False,False,False,818,33,36,59,60546,58150,36,78,202,4,0,2,6,1,1,761,36,33,56,60104,55650,30,81,216,7,1,3,0,1,0
5058,1810,False,False,True,969,31,20,49,68865,61600,49,124,264,7,1,1,0,1,0,945,20,32,16,55925,52035,49,97,220,4,0,4,3,0,1
5059,945,True,False,False,457,4,17,3,23604,20225,5,31,68,0,0,0,1,0,0,528,16,4,17,33607,27935,4,37,69,4,0,1,0,0,1
5060,2149,False,False,True,1049,28,20,47,71887,65158,23,68,189,11,2,2,6,2,1,1037,20,28,49,62998,59250,30,78,211,3,0,3,0,0,0
5061,1923,True,False,True,984,36,25,52,72809,66050,24,79,191,9,2,1,2,2,0,991,25,36,36,62092,60735,29,81,216,6,0,4,0,0,1
5062,1664,False,False,True,845,42,27,60,65152,59625,25,83,191,10,1,2,6,0,1,753,26,42,43,57711,55793,26,49,121,3,0,1,0,1,0
5063,2108,True,False,True,1051,33,31,80,72045,65590,21,94,212,9,2,0,3,2,0,986,31,33,65,67231,62408,36,68,201,5,0,4,0,0,1
5064,1419,False,False,True,666,42,15,48,56851,46250,7,50,112,10,2,3,0,1,1,628,15,42,16,42573,44880,10,48,102,2,0,0,6,0,0
5065,1376,False,False,False,578,28,37,59,45767,41700,13,43,100,2,0,0,0,0,0,658,37,28,38,55536,49225,9,49,102,11,2,3,3,1,1
5066,1539,False,False,False,765,7,35,12,43460,42175,17,44,104,2,0,0,6,0,1,810,35,7,75,57953,48808,15,53,138,10,2,3,0,1,0
5067,1896,False,False,False,887,26,35,36,59839,57145,18,89,195,2,0,1,0,0,0,1012,35,26,54,74259,67060,25,69,172,10,2,4,6,2,1
5068,1355,True,False,False,683,8,20,8,35273,33691,11,50,101,0,0,0,2,0,0,864,20,8,19,49339,42958,17,44,112,6,0,3,4,1,1
5069,1675,False,False,True,815,27,14,52,58310,52958,19,72,172,11,3,2,6,1,1,870,14,27,27,51603,49633,26,60,168,2,0,2,0,0,0
5070,1492,True,False,False,729,19,32,30,46390,44360,11,55,123,1,0,0,2,0,0,721,32,19,52,51785,48800,25,53,143,5,1,3,4,0,1
5071,1583,False,False,False,786,10,21,21,42278,40508,32,73,137,1,0,0,3,0,0,899,20,10,46,54772,47300,36,90,228,9,1,4,3,1,1
5072,1514,False,False,True,700,46,29,62,61650,57100,13,56,138,11,5,4,4,1,1,725,29,46,52,53447,50025,18,45,113,0,0,0,2,0,0
5073,1583,False,False,True,787,29,22,60,58741,52525,13,57,129,8,1,2,5,1,0,769,22,29,36,50779,48166,8,58,127,6,0,2,1,0,1
5074,911,True,False,True,485,16,6,22,31298,27350,13,27,74,2,0,0,3,0,0,403,6,16,7,22419,20985,3,29,43,0,0,1,0,0,0
5075,2397,False,False,True,1274,32,38,58,84241,79860,41,98,261,9,1,4,3,2,0,1178,38,32,68,79150,81155,38,124,292,6,0,1,3,1,1
5076,2181,False,False,False,1083,35,44,64,74457,70263,34,103,230,6,1,3,6,1,0,1095,44,35,70,81302,69650,24,82,207,9,2,1,0,2,1
5077,1309,True,False,False,668,9,19,12,36810,33925,15,56,107,1,0,0,3,0,0,716,19,10,29,44097,41175,27,55,160,7,1,3,0,0,1
5078,1798,False,False,True,965,34,32,54,66426,58575,26,78,185,10,2,2,3,0,1,767,32,34,58,59424,56758,23,63,167,3,0,2,3,1,0
5079,1848,False,False,False,859,31,34,66,62113,59810,18,80,173,8,1,1,3,1,1,862,34,31,66,64690,59208,25,62,173,7,1,2,3,1,0
5080,2236,False,False,True,1074,24,29,48,74537,67750,25,87,192,7,1,1,6,2,0,1183,29,24,46,73718,71505,28,73,214,8,1,4,0,1,1
5081,1662,False,False,False,802,29,24,37,54974,52708,18,61,146,5,0,1,6,0,1,977,24,29,29,61202,51920,17,53,150,9,1,3,0,1,0
5082,1175,False,False,True,640,24,11,46,45476,41975,18,47,122,10,1,1,4,0,1,646,11,24,13,37452,35333,10,47,83,4,0,1,2,0,0
5083,919,True,False,False,352,7,20,6,23617,23958,5,39,57,0,0,0,0,0,0,497,20,7,21,36564,29050,15,30,75,6,0,0,2,0,1
5084,1423,False,False,True,807,29,17,42,54109,47975,24,49,149,8,1,2,1,1,1,684,17,29,29,42315,40975,12,52,127,2,0,1,5,0,0
5085,1624,False,False,False,725,19,36,27,46887,43941,29,52,134,2,0,2,1,0,0,843,36,19,40,59638,52316,27,94,203,10,1,1,1,1,1
5086,1048,True,False,True,554,26,10,31,38535,33625,11,35,80,3,0,0,6,0,1,511,10,26,8,28836,25525,10,44,84,1,0,2,0,0,0
5087,920,True,False,True,453,27,12,26,34214,28850,4,42,65,2,0,1,3,0,1,361,12,27,13,24773,23425,12,23,60,0,0,1,0,0,0
5088,1359,True,False,True,708,39,15,61,55958,49825,13,41,104,10,1,2,1,0,1,673,15,39,22,40731,38975,7,45,85,0,0,0,2,0,0
5089,1857,False,False,False,886,28,43,50,59169,56625,48,87,221,3,0,0,0,0,0,1047,43,28,74,77566,66975,47,111,278,10,2,4,6,2,1
5090,1775,False,False,False,724,34,54,45,59014,58490,13,67,150,3,0,1,1,0,1,857,53,35,86,71802,67205,25,62,196,10,2,1,2,1,0
5091,1221,True,False,False,497,18,26,28,34922,31375,10,49,104,0,0,1,0,0,1,599,26,18,38,43355,38000,12,41,95,5,0,1,3,0,0
5092,1465,False,False,True,773,18,19,34,50140,45120,14,49,113,8,1,2,3,1,0,702,19,18,19,45944,43008,17,63,158,5,0,1,3,0,1
5093,1595,False,False,False,798,10,27,14,44209,42875,25,57,135,1,0,0,4,0,0,885,27,10,40,56840,49525,33,73,201,9,1,4,2,0,1
5094,1520,False,False,True,815,37,22,73,58220,51475,13,47,114,8,1,3,2,0,0,816,21,37,21,50507,48075,6,46,107,5,0,1,3,1,1
5095,1810,False,False,True,902,31,20,48,63734,58133,43,70,205,9,2,3,3,1,0,819,20,31,34,53158,51575,19,94,194,3,0,1,3,0,1
5096,1620,False,False,True,718,39,30,59,58131,48750,21,80,196,7,1,1,6,0,0,811,30,39,36,58240,56233,29,62,152,5,0,2,0,1,0
5097,1765,False,False,False,852,25,36,20,57016,56763,15,82,165,8,2,2,5,0,1,927,36,25,68,68403,63025,26,57,158,7,1,2,1,2,0
5098,1591,False,False,False,752,24,33,28,50538,48848,22,66,159,4,0,1,4,0,1,859,33,24,52,60359,52850,25,68,170,7,1,2,2,1,0
5099,1652,False,False,True,737,35,21,61,57928,50220,29,56,200,9,1,0,6,0,1,809,21,35,45,54805,53760,15,69,149,4,0,2,0,1,0
5100,1107,True,False,True,543,21,9,25,40393,39200,6,32,69,7,1,2,3,0,1,546,9,21,13,32360,30775,2,27,58,2,0,0,3,0,0
5101,1458,False,False,True,709,24,10,39,51569,46650,13,52,123,11,3,2,3,1,1,786,10,24,12,42210,40275,15,48,111,2,0,2,3,0,0
5102,1782,False,False,False,863,28,38,52,59307,56420,22,72,143,4,0,0,1,0,1,818,37,28,56,65859,59510,27,92,210,9,1,4,5,1,0
5103,1338,False,False,True,765,27,13,33,52239,47800,12,54,119,9,2,2,6,1,1,635,13,27,18,42989,40075,11,40,103,4,0,1,0,0,0
5104,1219,True,False,False,622,9,19,9,35561,32650,10,42,93,1,0,0,1,0,0,624,19,9,28,38578,34450,14,39,103,3,0,3,2,0,1
5105,1220,True,False,False,554,12,27,23,35043,32650,10,38,83,0,0,1,3,0,0,659,27,12,40,44194,41285,9,38,79,5,0,1,0,0,1
5106,1599,False,False,False,714,21,34,38,50523,47405,15,57,133,4,0,0,4,0,0,771,34,22,55,59054,50858,25,58,148,8,1,4,2,1,1
5107,947,True,False,False,416,14,23,18,28303,26725,6,25,64,0,0,0,6,0,0,411,23,14,33,33295,30950,7,37,63,3,0,2,0,0,1
5108,1412,False,False,False,661,12,24,22,44124,41400,6,51,96,5,0,0,6,0,0,800,24,13,34,52528,44600,10,44,128,10,2,3,0,1,1
5109,1692,False,False,True,837,42,32,68,67102,61033,30,80,196,9,1,3,1,1,0,823,32,42,36,59452,55910,21,65,133,7,1,1,2,0,0
5110,1382,False,False,False,630,19,39,32,42727,41050,9,39,92,1,0,0,3,0,0,784,39,19,37,57935,52600,9,45,104,9,1,2,0,1,1
5111,1139,True,False,True,568,30,10,48,43365,39275,15,55,134,5,0,2,0,0,1,582,10,30,8,33162,31385,12,41,86,0,0,0,3,0,0
5112,1615,False,False,True,819,31,26,66,59221,51483,32,64,168,7,1,3,6,1,1,741,26,32,58,52423,49950,20,69,142,3,0,1,0,0,0
5113,1454,True,False,False,646,21,36,30,46376,44500,16,65,125,2,0,1,0,0,0,720,36,21,49,54845,47983,28,78,166,5,0,2,6,1,1
5114,1719,False,False,True,797,37,25,74,61536,54225,23,77,187,7,1,1,3,1,1,857,25,37,28,54704,50658,16,55,132,4,0,3,3,0,0
5115,1680,False,False,True,829,31,21,65,62307,55900,20,61,161,9,2,1,0,2,0,827,21,31,30,50744,49255,20,67,146,3,0,2,4,0,1
5116,1310,True,False,False,687,15,22,18,40482,38575,19,69,155,1,0,1,6,0,0,764,22,15,36,48051,42075,21,50,114,7,0,2,0,0,1
5117,1772,False,False,False,811,26,46,25,57082,55058,27,74,166,4,0,1,3,0,1,884,46,26,65,66945,59623,28,59,167,8,1,3,0,1,0
5118,1230,True,False,False,634,12,24,17,35945,31575,15,38,99,1,0,1,6,0,0,643,23,12,46,42177,38255,14,47,104,3,0,1,0,0,1
5119,1780,False,False,False,780,30,27,67,56286,54290,41,60,189,4,0,1,4,0,0,960,27,30,52,63778,56350,26,79,193,8,1,3,1,1,1
5120,1503,True,False,False,697,21,24,40,47207,45345,21,73,156,3,0,1,3,0,0,800,24,21,45,53136,48625,31,79,170,7,2,2,3,1,1
5121,2059,False,False,False,959,33,31,68,67023,65660,21,88,194,4,0,2,0,0,1,1029,31,33,57,72102,67985,36,82,213,11,3,3,3,2,0
5122,1206,False,False,True,700,20,8,33,45445,37083,19,44,128,10,2,1,3,0,1,641,7,20,6,33544,31000,15,35,84,1,0,1,3,0,0
5123,1430,False,False,True,807,33,24,45,57297,53655,27,43,142,9,1,0,3,1,0,735,24,33,30,48336,44735,13,60,134,3,0,3,3,0,1
5124,1483,False,False,False,617,16,31,25,42267,39550,14,49,111,2,0,3,0,0,0,740,31,16,50,56503,51100,11,58,137,10,1,0,6,1,0
5125,1654,False,False,True,865,41,13,62,63676,55200,27,65,188,10,2,3,2,1,1,746,13,41,11,46323,42475,15,70,147,3,0,1,4,0,0
5126,1748,False,False,False,741,26,37,53,51035,46908,18,54,143,1,0,0,6,0,0,847,37,26,71,64273,57025,10,53,119,10,1,4,0,1,1
5127,1654,False,False,False,737,25,35,28,49163,45875,16,60,157,3,0,1,1,0,0,797,35,25,47,61986,50858,11,71,151,11,2,2,5,1,1
5128,2092,False,False,False,979,34,37,61,71041,71525,27,86,192,7,1,2,3,1,1,949,35,34,64,70781,71975,37,75,191,8,2,3,0,1,0
5129,2074,False,False,True,1067,41,30,89,80099,74840,63,133,271,10,2,3,6,2,0,1107,30,41,52,72910,70455,61,145,297,5,0,2,0,0,1
5130,1304,False,False,False,589,18,31,26,40272,36200,11,47,103,1,0,0,3,0,0,743,31,19,38,51469,45525,15,44,122,8,1,3,3,0,1
5131,1793,False,False,False,894,29,39,33,62063,57575,17,74,160,4,0,0,5,1,1,938,38,29,48,68395,62395,30,60,163,11,4,4,1,1,0
5132,1802,False,False,True,989,26,22,49,62398,56650,23,70,162,8,1,1,4,1,1,986,22,26,29,60292,57675,23,75,163,8,0,3,2,1,0
5133,1987,False,False,True,958,36,18,47,72647,70423,35,89,217,11,2,3,3,2,1,988,17,37,22,59095,57550,25,75,185,4,0,1,3,0,0
5134,1242,True,False,True,609,23,16,34,41685,37500,13,45,114,3,0,3,0,0,1,601,16,23,23,38116,35610,9,40,81,2,0,0,2,0,0
5135,1724,False,False,True,829,33,23,59,65344,57875,40,61,194,11,2,0,5,2,1,909,23,33,26,56486,55182,21,83,200,4,0,3,1,0,0
5136,2246,True,False,True,1155,36,50,70,80531,75518,21,84,192,8,1,0,3,1,1,1095,50,36,96,86066,76525,30,74,210,9,2,5,3,2,0
5137,1631,False,False,True,852,39,16,48,63093,54610,39,51,164,11,3,2,0,1,1,835,15,40,22,47338,43775,18,77,159,2,0,2,3,0,0
5138,1123,True,False,False,589,10,25,6,33764,31350,7,34,70,2,0,0,6,0,0,636,25,10,18,42400,41083,11,40,89,5,0,2,0,0,1
5139,1696,False,False,False,787,25,37,50,54062,50975,14,49,108,1,0,2,0,0,0,782,37,25,43,62653,61590,19,60,151,11,5,2,3,1,1
5140,1389,False,False,False,645,11,45,18,41038,37985,6,51,101,3,0,0,4,0,0,722,45,11,48,56674,49925,16,53,152,10,2,2,2,1,1
5141,1105,True,False,False,515,17,33,22,34812,32660,16,30,85,1,0,0,2,0,0,525,33,17,43,41625,37050,11,50,103,3,0,2,4,0,1
5142,1225,False,False,True,774,37,12,44,53978,40950,7,39,93,11,3,2,6,0,0,569,12,38,17,37308,34025,5,34,77,2,0,1,0,0,1
5143,912,True,False,True,512,32,11,27,36801,32430,6,31,67,2,0,0,3,0,0,403,11,32,10,26053,22858,5,26,53,0,0,0,0,0,0
5144,1624,False,False,True,962,18,10,29,53431,45462,34,61,158,7,1,3,3,1,0,918,10,18,18,47227,44350,30,69,181,3,0,1,0,0,1
5145,1532,False,False,True,765,40,20,43,58773,51450,11,67,144,9,1,2,3,1,1,742,20,40,25,48407,45583,13,60,131,2,0,2,0,0,0
5146,1483,False,False,True,741,32,18,48,54971,49525,19,50,130,7,1,2,3,1,0,610,18,32,35,43179,40775,14,52,122,2,0,1,3,0,0
5147,1423,False,False,False,751,10,23,14,40660,38110,14,34,86,2,0,0,0,0,1,786,23,10,34,52687,46075,12,53,112,11,3,3,6,1,0
5148,921,True,False,True,493,18,1,37,32096,27050,5,32,65,3,0,1,6,0,0,481,1,18,0,22540,21000,6,31,58,0,0,0,0,0,0
5149,1130,False,False,True,629,28,12,39,44572,37200,8,45,100,9,1,1,4,0,1,522,12,28,16,31511,29608,13,36,81,0,0,0,2,0,0
5150,1469,False,False,True,807,34,13,62,57172,50733,26,69,179,10,2,1,6,1,1,768,12,34,16,43618,39500,18,61,139,3,1,2,0,0,0
5151,1470,False,False,False,727,17,28,22,44700,40458,8,42,99,1,0,0,2,0,0,816,28,17,38,54541,51840,12,56,127,8,1,3,4,1,1
5152,913,True,False,False,411,14,22,16,28269,27300,8,24,59,0,0,1,0,0,0,486,22,14,24,35630,30533,4,21,51,3,0,1,6,0,0
5153,1209,True,False,False,559,17,27,22,39038,36450,10,40,91,2,0,0,6,0,1,685,27,17,39,45993,42175,10,55,108,4,0,3,0,0,0
5154,1595,False,False,False,777,30,35,38,57897,54800,27,76,188,4,0,2,0,1,0,773,35,30,46,59059,53025,14,73,170,10,2,1,6,0,1
5155,1491,False,False,True,839,40,20,49,62300,57160,21,49,118,11,3,2,6,1,1,679,20,40,31,46621,44050,22,63,146,2,0,1,0,0,0
5156,911,True,False,True,503,18,5,27,31537,27500,8,35,68,2,0,2,0,0,1,467,5,18,5,24742,22350,10,32,70,0,0,0,6,0,0
5157,1692,False,False,True,663,58,38,85,66120,64293,20,50,144,9,2,0,2,1,0,636,38,59,57,57320,55660,15,60,130,0,0,0,1,0,0
5158,1911,False,False,True,947,37,30,69,67427,56425,26,75,202,9,2,4,0,0,0,823,30,38,40,59420,55683,18,69,172,4,0,1,6,1,1
5159,1441,False,False,True,804,23,9,42,51957,46325,20,69,151,10,2,2,2,1,1,754,9,23,7,41004,38400,15,47,115,4,0,1,4,0,0
5160,1656,True,False,False,884,25,36,39,56230,53807,18,57,120,3,0,1,1,0,0,894,36,25,55,65191,59052,16,73,175,11,3,1,5,1,1
5161,1654,False,False,False,765,17,38,37,51207,50135,15,65,143,3,0,0,6,1,1,905,38,17,84,65403,55896,33,59,188,10,2,4,0,1,0
5162,1841,False,False,False,984,18,27,28,56313,52745,23,79,183,2,0,1,1,1,0,1023,27,18,28,63649,56075,28,61,188,10,2,3,5,0,1
5163,1526,False,False,True,768,41,25,80,62007,52835,23,62,149,10,1,1,6,1,1,633,25,41,38,47324,45250,20,65,142,2,0,2,0,0,0
5164,911,True,False,True,522,25,3,32,38513,34425,4,22,51,7,1,1,6,0,1,407,3,25,4,21462,18700,1,30,60,0,0,0,0,0,0
5165,1648,False,False,True,793,45,32,64,66453,57612,22,63,153,11,3,1,3,1,1,634,32,45,53,52662,51040,16,73,167,3,0,3,2,0,0
5166,1730,False,False,True,802,38,34,68,62953,56650,29,83,150,7,1,1,5,1,0,819,34,38,69,62172,60550,32,101,256,5,0,3,0,0,1
5167,1797,False,False,False,856,29,41,30,55484,61680,24,75,174,1,0,2,3,0,0,857,41,29,55,68169,60350,28,65,163,11,4,1,1,2,1
5168,1943,False,False,True,913,37,23,64,70907,63458,21,57,177,11,4,3,3,2,1,950,23,37,34,61199,58575,13,70,147,6,1,1,3,0,0
5169,1409,False,False,True,725,42,19,60,59041,50500,12,55,128,10,2,3,5,1,1,709,19,42,21,44547,42862,14,46,121,1,0,0,1,0,0
5170,1768,True,False,True,910,51,34,85,70333,66030,28,74,214,8,2,3,3,0,1,828,33,51,57,62230,62108,32,84,186,2,0,1,0,1,0
5171,1909,False,False,False,977,23,33,41,59924,57868,51,87,231,5,0,2,0,0,1,988,33,23,67,70775,63060,36,121,257,9,1,3,6,2,0
5172,1382,False,False,True,718,39,16,43,56269,50550,10,58,138,11,2,2,6,1,1,665,16,39,12,40194,47053,17,41,101,1,0,1,0,0,0
5173,1437,False,False,False,668,20,28,24,42925,41550,15,53,135,1,0,1,2,0,0,809,27,20,48,57644,50800,6,66,130,9,1,3,4,1,1
5174,1252,False,False,False,588,10,29,19,32962,31335,6,33,68,0,0,0,0,0,0,694,29,10,40,49617,39315,10,47,115,10,2,3,6,0,1
5175,1127,True,False,True,603,28,12,31,44472,40255,9,36,90,9,2,2,4,0,1,506,12,28,14,30919,29508,6,31,73,0,0,0,2,0,0
5176,2256,False,False,False,1170,40,41,54,78665,74305,40,85,210,8,1,3,3,1,1,1103,40,40,84,81336,73150,35,111,246,9,1,2,0,2,0
5177,1854,False,False,False,898,31,38,42,64017,59875,27,82,205,7,0,2,3,1,1,877,38,31,65,63838,59183,34,83,214,7,1,2,3,0,0
5178,1396,False,False,False,639,24,38,29,47369,50700,20,56,136,4,0,0,6,0,0,677,37,24,64,57179,46775,12,53,95,11,3,3,0,1,1
5179,1742,False,False,True,835,37,24,56,61318,55200,22,81,177,10,1,2,3,0,1,812,24,37,30,55144,52525,22,67,166,4,0,1,3,1,0
5180,1452,False,False,False,648,18,33,24,43371,40630,13,40,66,1,0,0,4,0,0,765,33,18,41,56473,49400,19,44,138,11,3,3,2,1,1
5181,1763,False,False,True,953,19,19,44,59144,51500,30,76,201,8,1,2,6,1,0,863,19,19,36,51586,47833,28,58,165,3,0,1,0,0,1
5182,2021,False,False,True,970,28,19,58,67654,59275,46,102,270,10,3,3,3,2,0,930,19,28,47,57729,54900,34,100,211,2,0,2,0,0,0
5183,1604,False,False,False,766,22,29,33,49558,47200,23,64,147,2,0,1,4,0,0,785,29,22,61,57380,50325,25,68,154,8,1,3,2,1,1
5184,1179,True,False,False,616,5,15,9,30852,28458,14,48,96,0,0,0,2,0,0,667,15,5,21,38816,35287,25,48,135,3,0,2,4,0,1
5185,875,False,False,True,488,27,6,27,38750,28037,4,31,68,9,2,0,6,0,0,325,6,27,7,21466,20100,1,19,29,0,0,0,0,0,0
5186,1143,False,False,True,605,27,10,37,44193,37075,14,37,94,10,2,0,6,0,1,559,10,27,14,33387,32350,7,33,69,1,0,0,0,0,0
5187,916,True,False,False,426,4,24,7,23673,19900,5,24,51,0,0,0,0,0,0,527,24,4,32,34602,29850,5,36,80,3,0,2,3,0,1
5188,2256,False,False,True,1154,37,36,76,82308,73475,58,115,316,11,3,2,3,2,1,1141,36,37,69,78233,70900,37,136,268,5,0,4,3,1,0
5189,2023,True,False,True,935,39,34,88,71513,64975,21,94,196,7,1,1,0,2,1,953,34,39,70,66516,62025,33,95,223,4,0,4,6,0,0
5190,1124,True,False,False,583,5,20,2,29621,24735,1,30,52,1,0,0,6,0,0,564,20,5,36,37050,33450,10,30,73,2,0,2,0,0,1
5191,1732,False,False,False,882,20,39,26,52626,49350,16,71,140,2,0,1,3,0,1,945,39,20,58,65868,61400,32,62,173,10,1,3,3,1,0
5192,1853,False,False,False,940,21,30,38,56416,54375,22,66,163,4,0,1,3,0,1,1016,30,21,53,69169,58550,28,72,201,9,2,4,3,2,0
5193,1232,False,False,True,636,31,8,44,48944,38725,10,34,86,11,2,2,6,0,1,551,7,31,11,31832,30158,9,36,81,0,0,0,0,0,0
5194,1710,False,False,False,778,36,59,65,62704,59725,14,70,151,3,0,0,3,0,0,902,59,36,78,79147,70475,20,58,161,11,2,4,3,2,1
5195,1435,False,False,False,704,10,25,13,39927,38283,17,42,110,1,0,0,2,0,0,777,25,11,35,50963,40925,13,47,108,9,2,3,1,1,1
5196,1552,True,False,False,710,24,25,45,48023,45350,27,66,155,5,0,1,6,0,1,753,25,24,46,51920,47225,21,66,147,4,0,3,0,1,0
5197,1828,False,False,True,852,36,35,56,65756,60313,29,60,159,10,1,1,0,1,0,896,35,36,51,61127,56700,23,81,186,3,0,3,3,0,1
5198,1235,True,False,False,579,4,22,5,30096,26775,15,49,101,0,0,0,0,0,0,721,22,4,31,43876,40033,13,67,139,4,0,3,3,0,1
5199,919,True,False,False,386,11,30,9,26140,24275,4,21,48,0,0,0,0,0,0,454,29,11,28,37185,33500,4,31,59,4,0,1,6,0,0
5200,2033,True,False,True,1065,52,26,90,77378,72775,29,100,253,10,2,4,4,0,0,956,26,52,39,69841,66060,36,86,203,6,1,0,2,2,1
5201,1352,False,False,True,738,27,12,58,51461,43900,14,50,120,8,1,2,5,1,0,674,12,27,14,39264,37150,11,57,117,2,0,1,1,0,1
